tanggal,judul,narasi
25-Sep-19,Mahasiswa Uinsu Meninggal Dunia Saat Melaksanakan Demo Di Kota Medan,"Adanya mahasiswa dari Universitas Islam Negeri Sumatera Utara yang meninggal saat melaksanakan aksi demo di kota Medan, Selasa 24 Agustus 2019."
16-Sep-19,Sri Mulyani Inginkan Dana Haji Rp 90 Triliun Untuk Menutupi Defisit Bpjs,"Presiden Joko Widodo (Jokowi) menginginkan dana haji umat yang mencapai Rp 90 triliun dapat diinvestasikan ke berbagai instrumen investasi, seperti portofolio surat utang negara (SUN) maupun pembangunan infrastruktur juga menutupi depisit anggaran BPJS."
10-Sep-19,Apa Kyai Kita Mengakui Bahwa Kubu Mereka Curang Ya ?,apa kyai kita mengakui bahwa kubu mereka curang ya ?
26-Jul-19,Penderita Gila Akibat Pilpres Meningkat Tajam Di Sumbar,Penderita Gila akibat Pilpres meningkat tajam di sumbar.
10-Jul-19,Santunan Kecelakaan Jasa Raharja Naik 100 Persen,KORBAN /PASIEN Kecelakaan yang ga pny BPJS kesehatan ataupun BPJS ketenagakerjaan.
9-Jul-19,Terb0Ngkar Kenapa C1.N@ P.K! Ingin Beli Semua Tanah Strategi Diindonesia,GAWATTT! TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA
9-Jun-19,Di Austria Lahar Panas Keluar Dari Perut Bumi,"[NAUZUBILLAH YA ALLAH]-Di Austria Lahar Panas keluar dari Perut Bumi.
Mungkin Neraka Merindukan Penghuni nya."
22-May-19,Tol Jakarta - Cikampek Ambruk,"Maaff buat temen temen arah jakarta cikampek macet totoljalan tol ambruk,"
3-Mar-19,Fb Lite Lagi Di Hack,"INFO.
FB LITE LAGI DI HACK,
JIKA FB LITE ANDA SAAT BUKA PROFIL ORANG LAIN DAN MUNCUL FOTO PROFIL ANDA SENDIRI, BERARTI FB ANDA TERKENA VIRUS, CARA MENGHILANGKANNYA IKUTI LANGKAH BERIKUT"
23-Feb-19,Munir Dibunuh Setelah Menyatakan Prabowo Tidak Bersalah,Munir tewas terbunuh satu bulan setelah wawancara di stasiun televisi swasta itu terjadi;
8-Nov-18,Megawati Soekarnoputri Dirawat Di Rumah Sakit Karena Stroke,"Untuk seluruh rakyat Indonesia
Mari kita doakan agar Ibu Megawati Presiden kita ke 5, yang sekarang ini sedang dirawat di rumah sakit, diangkat penyakit strokenya, diberikan kesehatan sehingga bisa membantu bpk Jokowi dipertarungan mempertahankan kursi RI 1"
26-Oct-18,Penemuan Mayat Seorang Anak Kelas Satu Sdn Pademangan Barat 11 Kemayoran,"Telah ditemukan mayat seorang anak SDN Pademangan Barat 11 kelas satu pada pukul 22.00 di Kemayoran, dgn kondisi yang mengenaskan yaitu anggota organ tubuh bagian dalamnya telah diambil dan dijual oleh pelaku. Menghilang saat pulang sekolah. Akibat orang tua telat menjemput."
13-Jul-18,Nomor Porsi Haji Keberangkatan Tahun 2018 Hingga 2030,Smg bermanfaat Nomor Porsi Haji Reguler Tahun 2018 s/d Tahun 2030
1-Jul-18,"Indonesia Ku Sayang, Indonesia Ku Malang","Indonesia ku sayang, Indonesia ku malang."
21-Jun-18,Pemoge Tewas Di Jalur Alternatif Cikidang,keluarga mnunggu anda
12-May-18,Gedung Kementrian Pun Akan Dijual,GEDUNG KEMENTRIANPUN AKAN DIJUAL?
3-May-18,"Sadarlah Wahai Rakyat Indonesia, Kita Ini Sedang Di Jajah","Indonesia ku sayang, Indonesia ku malang.
 Sadarlah wahai Rakyat Indonesia, kita ini sedang di jajah"
3-Apr-18,Pulau Kita Di Kabupaten Berau Sudah Dijual,"Pulau kita di Kab. Berau sudah dijual kah.
 Nah. Kapan nih giliran kita di jual juga"
1-Apr-18,9 Merek Pembalut Di Indonesia Penyebab Kanker,"Kemenkes: yang digunakan (dalam produksi pembalut) adalah klorin dioksida sebagai agen pemutih dan ini dinyatakan bebas dioksin, dan ini bukan gas klorin."
30-Nov-17,Modus Pencabulan Dan Pembiusan Oleh Pengamen Di Angkutan Kota Purwakarta,Modus Pencabulan Dan Pembiusan Oleh Pengamen di Angkutan Kota Purwakarta
26-Jun-17,"Quraish Syihab Jadi Khatib Sholat Ied, Masjid Istiqlal Sepi Jamaah!","Quraish Syihab JADI Khatib, Jamaah Sholat Ied Istiqlal Sepi!"
4-Feb-17,: Anggota Kepolisian Tergabung Dalam Jaringan Radikalisme,"merekalah yg tak mementingkan pangkat dunia, mereka inginkan jihad rindu syahid di jln ALLAH. mereka di syria kita doakan perjuangan mereka berdua amin"
26-Jul-16,"Jenazah Siyono Utuh, Berarti Ybs Mati Syahid",Kematian Siyono di tangan Densus 88 telah mencatatkan dirinya sebagai korban ke 121 terduga teroris yang langsung dibunuh tanpa bukti. Terdapat kisah menarik dalam jasad Siyono. Jasadnya tidak membusuk meskipun sudah hampir sebulan dikuburkan.
9-Feb-16,"Pembangunan Jembatan Kolelet Di Lebak, Banten","Apakah ini hoax, mohon informasinya?"
5-Aug-20,Gambar Perjuangan Fpi Tahun 1940 Melawan Penjajah Dari Belanda,Perjuangan FPI tahun 1940 melawan penjajah dari Belanda. Subhanallah
4-Aug-20,Tangkapan Layar Wapres Menyebut Idul Adha Tak Harus Dimaknai Dengan Menyembelih Qurban,Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban
4-Aug-20,Klaim Hadi Pranoto Soal Covid-19,Nama Prof. Hadi Pranoto sulit sekali di cari di internet. Ada tapi sedikit sekali. Padahal sejak bulan Mei beliau sudah menemukan Antibodi Covid 19 ini. Dan sekarang Antibodi Covid 19 ini sudah terbukti menyembuhkan banyak orang. Wisma Atlet pun mendapat pasokan obat ini dan pasien terbukti sembuh.
2-Jul-20,Status Gerakan Si Kadrun Harus Di Hentikan,Gerakan si kadrun harus di hentikan.kami siap menunggu komando.merdeka!
11-Jun-20,"Artikel Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, Ini Faktanya","Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, ini Faktanya."
16-May-20,Anak 10 Tahun Meninggal Dan Tidak Bisa Keluar Rumah Sakit Akibat Terbentur Biaya,"KACAU BALAU PEMAHAMAN TENTANG BPJS SEPERTI INI  SETELAH SAYA CHECK TERNYATA YG BERSANGKUTAN TERPAPAR ALIRAN SESAT, MESKIPUN DEMIKIAN JPKP TETAP BANTU MENYELESAIKAN MASALAHNYA"
25-Apr-20,Video Nasehat Dari Alm. Erma Yunita Simamora Yg Meninggal Pd Tanggal. 20-04-2020 Di Rs Ar Bunda Lbk Linggau,"KORBAN COVID-19 KISIMAK DG SEKSAMA SAMPAI HABIS. Mari dengarkan nasehat dari alm. Erma Yunita Simamora yg meninggal pd tanggal. 20-04-2020 di RS AR Bunda Lbk Linggau. Semoga bermanfaat buat semua, semoga alm husnul khotimah. Aamiin YRA"
1-Apr-20,Foto Hababina Rizieq Sudah Menjadi Tangan Kanan Yang Mulia Baginda Donald Trump,"Wooooi cebong, ini satu lagi bukti bahwa Imam Jumbo kami masih eksis dan tidak gembel di ngarab sana. Saat ini Hababina Rizieq sudah menjadi tangan kanan yang mulia Baginda Donald Trump. Bahkan kunci nuklir Mamarika udah ada ditangan beliau sekarang. Sekali lagi ente bilang dia gembel, bakal almarhum ente sekecamatan"
2-Feb-20,Foto China Dilaporkan Diam-Diam Kremasi Korban Virus Corona,China dilaporkan mengkremasi mayat secara rahasia karena jumlah pasien virus korona melonjak melewati 7.000. Virus itu kini telah menginfeksi lebih banyak orang di China daripada SARS.
4-Jan-20,Foto Hati2Ada Bakso Tikus,Tlong jngn trlalu prcyg sm penjual bkso yg selalu pindh2 sm yg dpngr jln cbk klian lihat ni tryta ad yg pngn irit gk mau bli dging jdi dia critkus pngr jln ting sbrkn ni bg ady
4-Dec-19,"Korban Terkaman Harimau D Jln Garuda Sakti, Pekan Baru",korban terkaman harimau d jln garuda sakti pekan baru.
23-Jul-19,"Ahok Beli Tanaman Plastik 8 M Dipake Sebentar, Ganjar Nyanyi Bareng Slank 18 M Cuma Sehari","Ahok beli tanaman plastik 8 M dipake sebentar.mereka diam.
 Ganjar nyanyi bareng slank 18 M cuma sehari .mereka diam juga.
 Kenapa dengan Anies yg hanya 550 Jt dan dipakai lama mereka sok perduli anggaran?"
17-Jul-19,Daftar Obat Terlarang Bpom,Info kn bt keluarga tercinta anda
11-Jul-19,Kemendagri Telah Menolak Perpanjangan Izin Fpi,"Cc @kemendagri

#kemendagri Tolak Perpanjangan Izin Ormas #FPI

#BubarkanFPI #FPIWajibDibubarkan #ormasislam #ormasterlarang #HRS #wow_indonesiaone"
26-Apr-19,"Pemerintah Tak Mampu, Dana Haji Menipis",Innalillaahi Wainna Ilaihi Raajiuun
20-Apr-19,2014 Jokowi Tidak Di Wakili Suara Rakyat Menjadi Presiden Dengan Kecurangan,Fakta 2014 lalu Jokowi tidak di wakili suara Tuhan (suara rakyat) sehingga menjadi presiden dengan kecurangan.
7-Jan-19,Hoax Adalah Berita Yang Tidak Sesuai Dengan Kepentingan Penguasa,"Hoax adalah Berita yang Tidak Sesuai dengan Kepentingan Penguasa, posting akun Facebook Neng Renny Satriyo (@arini.setyowati), Kamis (3/1)"
14-Sep-18,Inilah Lambang Pengikut Dan Penganut Perjanjian Dengan Dajjal,"FAKTA !
 INILAH LAMBANG PENGIKUT DAN PENGANUT PERJANJIAN DENGAN DAJJAL.
 BIARKAN FOTO DAN VIDEO YG MENJELASKAN"
10-Sep-18,Imbauan Polri Terkait Razia Cipta Kondisi Besar-Besaran Pada 11 September - 11 Oktober 2018,"Di beberapa lini masa media sosial beredar himbauan yang mengatasnamakan Mabes Polri yang ditujukan kepada seluruh masyarakat Indonesia mengenai Operasi Cipta Kondisi Razia pengecekan kendaraan, premanisme, dan narkotika, yang digelar secara besar-besaran."
17-Agu-18,Fakta Dana Kampanye Jokowi,FAKTA dana kampanye Jokowi :
17-Jan-18,Menteri Keuangan Sri Mulyani Memiliki 1.200 Bitcoin,Menteri Keuangan (Menkeu) Sri Mulyani yang seolah diberitakan oleh sebuah media massa memiliki 1.200 bitcoin
11-Jan-16,Ilc Tv One Di Bredel Oleh Aparat,ADA APA SEBENARNYA DENGAN NEGERI INI? SUNGGUH IRONIS
17-Nov-15,Enzim Rnase Dapat Membunuh Bakteri Dalam Makanan,Ada yg bisa menjelaskan ttg enzim RN ase yg terdapat di tangan? Dihasilkan oleh apa? Dan apakah efektif membunub bakteri yg terdapat dalam makanan?
18-Aug-20,Wearing A Mask Causes Legionnaires Disease,Wearing a mask causes Legionnaires disease
25-Jul-20,Kutipan Kim Bok Dong Sebelum Dibunuh Oleh Aktifis China,"BILA NEGERI MU TAK INGIN HANCUR, JANGAN PERNAH KAU BERIKAN KEPERCAYAAN KEPADA SIAPAPUN BERMATA SIPIT YANG SUARA YANG SUARA BICARANYA KERAS, KARENA SETIAP UCAPANNYA ADALAH KEBOHONGAN DAN ISI FIKIRANNYA PENUH PENGKHIANATAN, KIM BOK-DONG PAHLAWAN KOREA SEBELUM DIBUNUH AKTIFIS CHINA,"
10-Jul-20,Risma Sujud Ke Idi Karena Warga Surabaya Tidak Diterima Di Rsud Dr Soetomo,"Untuk teman-teman fbku, yang melihat Surabaya zona hitam, harap dibaca. Smua yang d luar surabaya boleh di rawat di surabaya (rs milik sby), akan tetapi untuk warga Surabaya sendiri tidak diperbolehkan untuk ke rs milik rs dr soetomo (milik pemprov) SAMPAI BU RISMA SUJUD KE IDI. SAKING JANCOK DAN BOBROK E PEMROV JANCOK"
7-Jul-20,Anies Sebut Solusi Banjir Adalah Tinggal Tunggu Musim Kemarau,SOLUSI BANJIR ITU MUDAH TINGGAL TUNGGU MUSIM KEMARAU
3-Jul-20,"Video Jokowi & Mega Naik Pitam, Ternyata Hasto Yang Bongkar Sebut Ruu Hip Diusulkan Pdip",HAYO LO JOKOWI & MEGAWATI NAIK PITAM! Ternyata HASTO yang BONGKAR Sebut RUU HIP DIUSULKAN PDIP
5-May-20,Pemerintah Membagikan Kuota 10Gb Gratis Sebagai Insentif Untuk Melawan Covid-19,Maka dari itu pemerintah bekerja sama dengan seluruh provider diindonesia membagikan kuota sebesar 10GB agar kita semua tetap berkomunikasi.
5-May-20,"Tidak Memakai Masker, Pengendara Motor Dan Mobil Didenda  Rp 5 Juta Atau Kurungan Penjara Dua Minggu","Bagi yg keluar rumah. Pejalan kaki, pengendara motor/mobil, harap pakai masker, sanksi tilang sdh diberlakukan, denda 5 juta atau penjara 2 minggu ayo kita disiplin demi perangi Covid19 bersama sama agar cepat berakhir saudara-saudari"
29-Apr-20,Who Sebut Penularan Corona Tak Lagi Hanya Lewat Droplet Tapi Juga Udara,"Resmi dinyatakan oleh WHO bahwa covid-19 tidak lagi hanya ditularkan lewat droplet atau titik air berisi vorus dari batuk dan bersin, tetapi sekarang virus tersebut dari hasil penelitian bisa bertahan di udara, melayang-layang sampai 8 jam sesudah keluar dari tubuh penderita saat bersin atau batuk, tidak lagi butuh medium cairan untuk bertahan."
25-Apr-20,Kota Serang Berlakukan Psbb Terhitung Sejak 23 April 2020,Assalamualaikum menginformasikan pelaksanaan PSBB (Pembatasan Sosial Berskala Besar) akan mulai pada Hari Rabu tgl 23 April 2020
13-Apr-20,Video Black Market *Italia Sudah Menyerah*,"Perdana Menteri Italia berkata : Penjagaan kami sudah tiada. Penyakit ini terus membunuh kami. Segala Penyembuhan di Dunia, Sudah Tamat.  Semalam 427 Meninggal.  Hari Ini 627 Meninggal.  1529 orang Meninggal Dalam Waktu 3 Hari.  5986 Kasus Baru Dalam Satu Hari! Italia telah Gagal Sepenuhnya. Presiden Italia Menangis. Italia merupakan negara yang Memiliki Pertahanan Kesehatan #Terbaik di Dunia. Tapi Mereka Telah Gagal Mencegah COVID-19 Masuk ke Negaranya. Karena pada Awalnya Mereka Menganggap COVID-19 Hanyalah Gurauan belaka."
31-Jan-20,Presiden China Mengumumkan Virus Corona Telah Menjadi Epidemi Dan Memohon Kepada Umat Islam Mendoakan China,Presiden China mengumumkan virus corona telah menjadi epidemi dan memohon kepada umat Islam mendoakan China. (Aljazeera)
8-Jan-20,Anjing Menyelamatkan Bayi Koala Di Kebakaran,"Seorang suami dan istri di Australia membuka pintu mereka untuk pemandangan ini. Anjing keluarga muncul dengan bayi koala di punggungnya, yang diselamatkan dari api. Sorot mata mereka menceritakan kisah itu."
7-Jan-20,Anggota Banser Di Kudus Jawa Tengah Di Keroyok Sama Emak-Emak Penjual Nasi Uduk,"Anggota BANSER di kudus jawa tengah di keroyok sama emak-emak penjual nasi uduk. Mengaku sebagai bareskrim pangkat mayor biar bisa makan gratis. Si emak jadi kaget dan brutal setelah melihat ada nama BANSER di dadanya. info lain, bapak inilah yg dulu pernah menghadang Ustadz abdul somad saat berziarah di kudus jawa tengah"
9-Dec-19,Fpi Bukan Mengancam Kedaulatan Nkri Justru Yg Menunggangi Nu Itu Yang Harus Di Bersihkan Menhan Prabowo Subianto,"Benar banget Jendral
 Di gambar yang menampilkan foto Menteri Pertahanan Prabowo Subianto, juga terdapat narasi FPI Bukan Mengancam Kedaulatan NKRI Justru Yg Menunggangi NU itu yang harus Di Bersihkan MENHAN PRABOWO SUBIANTO"
1-Nov-19,Video Politisi Brasil Dilempar Ke Sungai,Walikota ini menjanjikan sebuah jembatan di sungai. Dia datang lagi untuk kampanye pemilihan masa jabatan baru Lihat bagaimana publik menyambutnya.
28-Oct-19,Jokowi Memberikan Setengah Kekuasaannya Kepada Prabowo,"Alhamdulillah pak Prabowo diberikan kewenangan mutlak atas pertahanan negara,membawahi bin,tni,polriini artinya jokowi memberikan setengah kekuasaannya kepada Prabowo ,cebong pun kelojotan ,kami tunggu gebrakan jendral tercinta @prabowo"
21-Mar-19,Terjemahan Surat Al Kafirun Dalam Al-Quran Diganti Kata Non-Muslim,"Astaghfirullah.Allah Ya Kariim.
Ente bahlul ! Orang ini Waras apa tidak ya,
Sudah Tidak Bisa Didiamkan Rezim ini,
#salamakalsehat"
03-Okt-18,Beberapa Foto Dan Video Letusan Gunung Soputan Sulawesi Utara,Gunung Soputan
21-Sep-18,Didit Prabowo Akan Menikahkan Para Gay,Didit Prabowo akan menikahkan para gay
29-Agu-18,Ustaz Di Cianjur Dipersekusi Dan Dibacok,"Kalian terlalu sibuk posting tentang Pilpres, sibuk posting tentang #2019 ganti Presiden sibuk posting #2019 tetap Jokowi sibuk posting persekusi."
8-May-18,"Pengurusan Sim C Massal Di Kecamatan Kromengan, Kabupaten Malang","Hallo dulirrrrrr.
 Iki ono pembuatan sim massal di kromengan. Siapa yg mau daftar hrp siapkan fr copy Ktp 5 lbr dan ft copy kk 5 lbr. Uang pendaftaran rp 150 ewu. Bagi Yg berminat besok pagi hrp seturkan berkas ke sudimoro biar sy bawa sekalian . Bsk Sy mau ke kromengan. InsyaaAllah"
16-Nov-17,Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat,"Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat

"
25-Aug-17,: Bunga Megapuspa Yang Mekar Di Puncak Jayawijaya Papua,Bunga Megapuspa yang mekar di Puncak Jayawijaya Papua
4-Feb-16,Kod Babi Pada Makanan?,"jumat pagi anak-anak jajan ice cream. cek label halal MUI ada, tapi begitu cek ingredestnya astagfirullah menghandung lemak babi. berhati-hatilah kaum muslimin semuanya"
25-Oct-15,Kronologis Insiden Rso 1 Palangkaraya,Kronologis Insiden RSO 1 Palangkaraya
29-Jul-20,Foto Pangeran Saudi Disandingkan Dengan Pangeran Diponorogo,"Gambar kiri : Pangeran Saudi, gagah, berwajah tampan dan juga sangat berwibawa. Gambar kanan : Pangeran Diponorogo, pantesan wajahe koyok reog."
29-Jul-20,Antena 5G Di Dalam Masker Anda,5G antenna inside of your masks
28-Jul-20,Foto Siswi Bunuh Diri Karena Tak Bisa Mengikuti Kelas Online,"Kelas Online Makan Korban, Siswa Ini Bunuh Diri karena Tak Punya Ponsel."
18-Jul-20,Gambar Presiden Jokowi Pamit Ke Sby Pulang Ke Solo,Jokowi : mo pamit.pak! SBY : Rakyat senang bila anda MUNDUR sekarang sebab kalo lebih lama negeri ini bakal karaSilahkan kembali ke Solo.mung-kin bisa lanjutkan proyek Esemka yg fenomenal itumonggo!
16-Jul-20,Gambar Islam Jangan Liberal!,ISLAM JANGAN LIBERAL!
24-Jun-20,Foto Singapore Bisa Banjir Kayak Gini,"Cukup heran klu singapore bisa bnjir kyk gini, Bedok"
3-Jun-20,La Gode Menyerang Asrama Tni,Tadi siang saya ditemui dan diberitahu tetangga Ruslan Buton di Bau-Bau bhw La Gode yang dibunuh bukan petani tetapi Preman di Halmahera yg sangat meresahkan masyarakat. Dia dibunuh ketka menyerang asrama TNI. Itu sebabnya Ruslan Buton dkk dapat apresiasi warga.
30-May-20,Video Detik-Detik Pesawat Komersial Jatuh Di Pemukiman Dekat Bandara Internasional Jinnah Karachi Pakistan,"Pesawat komersial jatuh Detik detik pesawat komersial jatuh di permukiman dekat Bandara Internasional Jinnah Karachi Pakistan, Jumat (22/5/2020)."
19-May-20,1962 Italian Magazine Described 2022 World Would Look Like,"In 1962, an Italian magazine described what the world would look like in 2022."
18-May-20,"15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19","15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19"
11-May-20,"Jack Mas Advice, Hopefully We Can Get Through 2020","Jack Mas advice, hopefully we can get through 2020"
22-Apr-20,"Foto Anies Baswedan Makan Bersama Adalah Amateur Editor, Editor Pemula",Belajar melihat gambar bicara
22-Mar-20,100 Gb Gratis Ulang Tahun Ke 21 Google,GOOGLE 21st Birthday Offer GOOGLE is celebrating its 21st birthday by giving 100GB 4G Free Data to all users.
9-Mar-20,Pangeran Uni Emirat Arab Dikabarkan Positif Virus Corona,"Pangeran Uni Emirat Arab (UEA), Mohammaed bin Zayed, dikabarkan terinfeksi virus corona (COVID-19) pada Rabuu, 4 Maret 2020. Sejumlah pemberitaan lokal UEA mengungkapkan bahwa Putra Mahkota Abu Dhabi tersebut didiagnosis positif virus corona dan saat ini tengah dikarantina."
29-Dec-19,Singapore Seperti China Komunis Yang Membenci Islam,"Polisi kafir Singapore menggelar latihan penanggulangan teroristme di Masjid dgn tetep memakai sepatu najis di dalam karpet masjid.
 
 Laknatullah alaihim!
 
 Sejak di kuasai oleh china,singapore tidak ubahnya sprt china komunis yang membenci Islam!"
7-Dec-19,Prof. Taruna Ikrar : Ahok Termasuk Pemimpin Di Indonesia Yang Perlu Diobservasi Otaknya.,"Prof. Taruna Ikrar, guru besar Neurobiologi  Universitas California  Amerika Serikat, calon penerima nobel, setelah mengamati perilaku dan retorika Ahok selama menjabat Gubernur Jakarta, menyatakan, dari sudut pandang neurosains, Ahok termasuk pemimpin di Indonesia yang perlu diobservasi otaknya."
7-Oct-19,Taman Moroseneng Sememi Surabaya,taman moroseneng sememi surabya
25-Sep-19,"Muncul Himbauan Libur Pertanggal 23 September Mengatasnamakan Plt Gubernur Aceh Akibat Kabut Asap, Karo Humas Nyatakan Tidak Benar","Himbauan yang mengatasnamakan Plt Gubernur terkait kebakaran hutan itu tidak benar alias hoaks,"
23-Aug-19,Penjelasan Fenomena Hiu Menepi Di Pinggir Pantai Nusa Dua,"Terpantau banyaknya ikan hiu menepi di bibir pantai Nusa Dua, Selasa (20/8) siang tadi, sehingga membuat heboh pengunjung pantai. Kira-kira ini pertanda apa ya semeton?"
14-May-19,Video Siaran Kecurangan Pilpres Tv Al Jazeera,"*TV Al-Jazeera* menyiarkan kecurangan Pemilu di Indonesia, bikin geger Dunia. Pemilu curang telah dipertontonkan oleh Rezim Jokowi yang merusak citra Indonesia dimata dunia, demokrasi sudah mati di Indonesia. Itu Wiranto kalau berani suruh tutup"
20-Apr-19,"Yudis, Konsultan It Kpu Yang Mengendalikan Sistem Penghitungan  Kpu Adalah Pendukung 02",Bagaimana ini. ?
22-Dec-18,Sms Bencana Akhir Tahun Yang Dikeluarkan Bmkg,Perhatian kepada warga Indonesia supaya tanggal 21 sampai akhir bulan Desember supaya senantiasa waspada karena akan ada bencana yang akan menimpa negara Indonesia. Hal ini telah disampaikan oleh anggota BMKG supaya selalu berhati-hati
7-Dec-18,Foto Prabowo Berpakaian Uskup Di Gereja,"Ini gambar hoax bukan ya. Kalau seandainya benar, kasihan agama jadi komuditas politik saja padahal gak usah gini2 banget Pak @Jokowi muslim sejati juga di cintai Nasrani orang di pilih karena kualitas nya bukan spt ini."
22-Sep-18,Infografis Integrasi Tarif Tol Jorr,"Setelah ditunda beberapa kali, akhirnya integrasi tarif transaksi di tol Jakarta Outer Ring Road (JORR) dgn akses Tanjung Priok (Rorotan-Kebon Bawang), dan jalan tol Ulujami-Pondok Aren ditetapkan jadwal penerapannya berlaku mulai 22 September 2018 pukul 00.00 WIB."
