tanggal,judul,narasi
23-Agu-18,: Bmkg Mataram Menghimbau Agar Warga Tidak Langsung Percaya Akan Bencana Hebat Yang Akan Terjadi Pada 26 Agustus 2018 Mendatang,"Belum lama ini, Di media sosial beredar unggahan tentang deretan bencana dan gempa yang terjadi pada tanggal 26 dan hari Minggu."
19-Agu-18,"Bisa Terbang Dan Stoppie, Jokowi Ternyata Pakai Pemeran Pengganti, Ini Dia Sosoknya","Wow, adegan terbang di atas Yamaha FZ1 juga stoppie dilakukan Presiden"
18-Agu-18,Bnpb Kecewa Ada Yang Sebar Hoax Bantuan Gempa Lombok,"Kepala Pusat Data, Informasi, dan Humas BNPB Sutopo Purwo Nugroho kecewa soal penyebaran bantuan untuk korban gempa Lombok yang diwarnai berita bohong (hoax)."
6-Jul-18,"Polisi Membubarkan Parade Lgbt Di Istanbul, Turki",Pawai kebanggaan gay Istanbul dipukul dengan gas air mata saat polisi Turki mencoba memberlakukan larangan
7-Feb-18,Logo Jawapos.Com Dicatut Untuk Hoax,Logo Jawapos.com Dicatut untuk Hoax
21-Aug-17,Meragukan Ahok Di Dalam Penjara,"Katanya di kandangin katanya di buii katanya di hukum 2.tahun Ko kaya ada di luar siihh
 .
 .dimana sebenar nya?"
19-Jun-16,": Skandal Keuangan Tersebar, Gubernur Tokyo Mengundurkan Diri",Gubernur Tokyo Yoichi Masuzoe mengundurkan diri 1 minggu sejak isu skandal keuangannya menyebar.
14-Mar-18,@Rudiantara_Id: Tweet @Partaihulk Ini Mengandung Fitnah Yang Sangat Keji Dan Tidak Berdasar,"Slmt pagi. Tweet @PartaiHulk ini mengandung fitnah yg sangat keji & tidak berdasar. Yg disampaikan ybs tidak benar dan dapat diduga sbg perbuatan yg dilarang UU ITE. Mari selalu tabayyun, hindari fitnah berjamaah. Jangan sampai fitnah/hoax banyak disebar di medsos. Salam, ra."
19-May-17,: Momentum Kebangkitan Nasional,"Dalam menghadapi perkembangan teknologi, Kementerian Komunikasi dan Informatika menekankan pentingnya pelatihan dan sertifikasi angkatan kerja muda, fasilitasi lapangan kerja dan peningkatan keterampilan tenaga kerja di bidang teknologi informasi dan komunikasi (TIK) bagi penyandang disabilitas, penciptaan entrepreneur baru yang akan menjadi awal untuk menciptakan masa depan ekonomi digital Indonesia dan peningkatan literasi digital"
1-Sep-18,Foto Massa Aksi 67,"Massa yang tergabung dalam Aksi 67 melakukan long march dari Masjid Istiqlal menuju gedung Bareskrim Mabes Polri, Jakarta, Jumat (6/7)."
22-May-18,Bnpb Klarifikasi Video Erupsi Gunung Merapi,Jika ada yang menyebarkan video ini erupsi Gunung Merapi adalah HOAX. Video ini guguran awan panas Gunung Sinabung. Gunung Merapi belum ada awan panas saat ini. Video ini juga disebarkan sebagai erupsi Gunung Agung di Bali tahun 2017. Jangan menyebarkan Hoax.
15-Oct-17,Petugas Pengamanan Mall Dipersenjatai Senapan Serbu Ak-101,Petugas Pengamanan Mall Dipersenjatai Senapan Serbu AK-101
7-Oct-17,Terusan Kra Membunuh 3 Negara,Indonesia di bunuh Thailand tahun 2025
17-Nov-16,: Kiprah Masyarakat Anti Hoax Di Media Sosial,"BAGI yang sudah bosan kebanjiran berita hoax, fitnah, dan provokasi (hasutan), silakan bergabung. Mari bersama kita berbagi berita yang benar di forum ini. Terima kasih"
9-Feb-19,Pembangunan Jembatan Gantung Sikundo,Berikut beberapa foto liputan kawan2 yg liputan dilapangan demikian pak Plt @niriansyah smg semuanya jd terang benderang. Terima kasih. Saya Misdarul Ihsan. Kepala Biro iNews TV Aceh
28-Oct-18,Klarifikasi Dahnil Anzar Terkait E-Mail Skenario Coklat1,"Iya itu fitnah dan hoaks. Namanya itu kill the messenger, berusaha membunuh nama baik saya dan kemudian yang jelas itu hoaks, fitnah. Yang jelas saya minta polisi menangkap"
12-Agu-18,Pembongkaran Mesjid China Memicu Kebuntuan Di Ningxia,"Ratusan Muslim di provinsi Ningxia, di bagian barat China berusaha menghalangi pihak berwenang yang bermaksud merobohkan masjid mereka."
15-Jan-18,Harian Kompas Upercut Jokowi. Kematian Bayi Berantai Di Papua Tersembunyi Dibalik Pencitraan,"HARIAN KOMPAS UPERCUT JOKOWI. KEMATIAN BAYI BERANTAI DI PAPUA TERSEMBUNYI DIBALIK PENCITRAAN
Oleh: Natalius Pigai
Mungkin inilah kesempatan pertama pada Halaman Depan (Headline) Kompas, Media Mainstream Nasional merilis tragedi kemanusiaan di Papua berjudul  Bencana Kesehatan di Asmat"
2-Feb-17,: Pengobatan Jantung Koroner Dengan Terapi Kelasi  Bisa Gantikan Angioplasty,Pengobatan Jantung Koroner dengan Terapi Kelasi (Chelation) Bisa Gantikan Angioplasty
4-May-19,"Bukan Satu-Satunya Penentu Hasil Pemilu, Ini Sejumlah Kegunaan Situng Kpu Ri","Bukan Satu-satunya Penentu Hasil Pemilu, Ini Sejumlah Kegunaan Situng KPU RI"
25-Oct-18,"Muncul Isu Penculikan Anak Di Wilayah Cilodong Depok, Pihak Kepolisian Beri Klarifikasi","PLH Kasubbag Humas Polresta Depok, Firdaus : Kemudian kami juga meminta keterangan kepala sekolah SD Al Khairiyah, Acu Setiawan, menurut keterangannga ia menerima BC (broadcast) berita penculikan tersebut sekirtar pukul 12.30 WIB. Setelah menerima berita tersebut ia langsung mengecek dengan guru kelas dan ternyata siswa didik lengkap,"
21-Agu-18,Usus Buntu Bukan Disebabkan Oleh Menelan Biji Jambu,Bukan Karena Biji Cabe atau Biji Jambu akan tetapi ternyata justru INILAH Penyebab anda bisa terkena Usus Buntu yang sering di sepelekan!
3-May-18,"Penggalian Saluran Air Di Penjaringan, Jakarta Utara Bukan Proyek Palyja","Perlu diklarifikasi bahwa itu bukan Palyja tapi PAM Jaya, ujar Sandiaga."
23-Mar-18,"Klarifikasi Dinas Pendidikan Ntt Terkait Isu Penutupan Sma Di Borong, Kabupaten Manggarai Timur","Saya perlu tegaskan lagi bahwa kami sama sekali tidak pernah rencana 
untuk tutup sekolah. Sejak tahun lalu ketika pengalihan kewenangan 
sampai saat ini belum ada pembahasan untuk tutup sekolah,"
15-Feb-18,Hipnotis Pria Berbaju Lambang Pancasila,"Jangan dibukakan pintu. Di Bungurasih sudah ada yang dihipnotis. Ini lagi keliling sekarang. Mohon tetap waspada. Baca doa dan zikir yang banyak dan saling mengingatkan. Mohon di-share,"
20-Jun-17,Kebakaran Di Perumahan Polda Jabar Karena Membubarkan Pengajian,"Di bulan penuh kebaikan bukannya menabur kebaikan malah menabur kedzoliman
 Tapi gusti Allah mboten sare.
 Siang aparat polda jabar dan ormas GMBI membubarkn pengajian
 Malam di bayar kontan
 Komplek perumahan polda Jabar terbakar
 Makar mu terbayar tunia"
23-Apr-17,Video Jokowi Diolok-Olok Di Arab Saudi,Video Jokowi Diolok-Olok Di Arab Saudi
22-Jan-16,Surat Undangan Pemancangan Tiang Pertama Proyek Kereta Cepat Jakarta - Bandung Berbahasa Mandarin,"Lapor Ndan! Koq, Undangan Proyek Ground-Breaking KA Cepat menggunakan Bahasa Cina?
 
 Apa Jakarta adalah (BUKAN) salah satu propinsi Cina! *Gagal Waras"
25-Feb-19,Berita Terkait Tenaga Kerja Asing Memiliki E-Ktp Di Cianjur,Minta penerangan https://www.nusanews.id//tenaga-kerja-asing-di-cianjur-pun
27-Agu-18,Aplsi Bantah Harga Listrik Di Indonesia Termahal Di Dunia,"Kalau ada yang bilang listrik Indonesia lebih mahal, berarti datanya belum lengkap. Listrik kita sekitar 7 sampai 8 sen per Kwh, ujar Juru Bicara APLSI Rizal Calvary, Senin (27/8)"
21-Agu-18,Klarifikasi Terkait Informasi Pihak Kepolisian Akan Bubarkan Warga Yang Salat Idul Adha Di Jembatan Ampera,"Beredar informasi di media sosial yang menyebutkan bahwa Kasatlantas Polresta Palembang, Andi Baso Rahman, akan membubarkan warga yang salat Idul Adha di Jembatan Ampera, Palembang, Sumatera Selatan."
3-Mar-18,Semudah Apakah Menyebarkan Berita Palsu Di Facebook?,Semudah Apakah Menyebarkan Berita Palsu di Facebook?
21-Agu-18,Belum Ada Susunan Resmi Tim Kampanye/Pemenangan Pasangan Prabowo-Sandi Hingga Kini,"Kita dari DPP belum pernah merilis tentang tim pemenangan, saya mau koreksi. Tolong yang selama ini beredar itu tidak resmi dari kita,"
30-Apr-18,Kapolres Jakpus Sebut Kabar Warga Tewas Di Acara Bagi-Bagi Sembako Monas Hoax,Tolong panitia sembako monas pertanggung jawaban nya atas meninggalnya ponakan saya
26-Apr-18,Disinformasi Csr Pt Telkom Untuk Gereja Dan Masjid," membandingkan dua kasus, yang itu pun berasal dari dua lokasi yang berjauhan dan dari periode tahun yang berbeda, kurang tepat. Apalagi untuk menjadi kesimpulan untuk menilai kebijakan CSR PT Telkom."
13-Mar-18,Klarifikasi Dinas Kesehatan Kabupaten Cianjur Terkait Kabar Bocah Bernama Muhammad Zihad Menderita Gizi Buruk,Klarifikasi Dinas Kesehatan Kabupaten Cianjur Terkait Kabar Bocah Bernama Muhammad Zihad Menderita Gizi Buruk
21-Mar-17,Hoax Penculikan Anak Memakan Korban,"Mengedepankan kewaspadaan itu penting. Apalagi, terkait keamanan anak. Namun, kiranya dalam mengajak masyarakat untuk meningkatkan kewaspadaan tidak menggunakan hoax dan provokasi. Hal itu tentunya akan merugikan diri sendiri dan orang lain."
20-Feb-17,7 Tipe Informasi Hoax,7 Tipe Informasi Hoax
13-Dec-16,Kematian Presiden Turki Ataturk Yang Liberal Dan Zolim,"KEMATIAN ATTATURK PRESIDEN TURKI YANG LIBERAL DAN DZOLIM
 
 Telah diceritakan terdahulu, bahwa Al-Fatih berdoa kepada Allah untuk melaknat siapa saja yang mengubah Masjid Aya Sofya menjadi selain Masjid, maka semoga Allah melaknatnya.
 Dan Tulisan doa itu ada di samping kubur Al-Fatih"
6-Oct-19,Polisi Tangkap 3 Penyebar Video Hoaks Yel Tni Macan Jadi Kucing,"Direktorat Tindak Pidana Siber Bareskrim Polri menangkap tiga tersangka terkait video hoaks yel-yel TNI yang diganti dengan nyanyian suporter sepakbola. Yel-yel TNI dalam video tersebut diganti dengan lirik nyanyian suporter sepakbola yang berbunyi, Macane dadi Kucing. Meong. Meong. Meong"
13-Mar-19,Kepolisian Medan Angkat Bicara Terkait Foto Korban Begal Yang Alami Putus Tangan,"Polrestabes Medan, AKBP Putu Yudha Prawira: Info tersebut tidak benar,"
1-Dec-16,"Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air Dan Sriwijaya Tuk Ikut Aksi 212 Di Jakarta","Demi Islam Rahmatanlilalamin
 Uang Tak Lagi Berharga Bagi Kaum Muslimin.
 Jelas kan Hokker.
 Hanya bagi kaum Pecinta Dunialah.
 UANG SEGALA NYA BAGI MEREKA
 Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta"
01-Okt-18,Penjelasan Airnav Indonesia Terkait Kabar Mengenai Kondisi Bandara Sis Al-Jufrie Di Palu Yang Tidak Kondusif,"Dikarenakan kondisi di palu sudah tidak kondusif, para warga yang ingin keluar dari palu sudah masuk sampai ke landasan pesawat, pesawat dari palu tertahan, pesawat yg akan ke palu juga tidak bisa landing"
26-Sep-18,"Warga Kabupaten Lombok Utara Diisukan Meminum Air Dari Got, Babinsa Berikan Tanggapan","Kepala Desa Kelanjuhan Prigi, Sahdan : Saya sangat sayangkan berita tersebut beredar dan saya tegaskan kepada masyarakat berita itu tidak benar. Mana ada warga di Desa Gumantar minum air got. Air yang mengalir di irigasi saja besar sekali dan juga bersih, itu datang dari Gumantar ngalirnya,"
09-Agu-18,"Bukan Disebabkan Vaksin, Siswa Mi Di Palembang Tewas Karena Radang Otak",Jika ada suntikn di skolh ank ku dak ush dsuntik wes apapun alasanx tkut sperti ini.
20-Apr-18,Klarifikasi Camat Kemalang Terkait Isu Pungli Perekrutan Perdes Di Tangkil,"Saya sudah berkoordinasi dengan TP3D dan Kepala Desa Tangkil soal itu. Itu baru wacana, belum ada transaksi pungutan. Nanti menunggu pendapat BPD apakah menyetujui atau tidak, Kusdiyono."
18-Jan-18,: Berita Palsu Yang Memicu Pembantaian Perang Dingin,"Ada dua alat yang bisa digunakan operator sinis untuk keuntungan politik di Indonesia  agama dan komunisme, kata Baskara T. Wardaya, seorang profesor di Universitas Sanata Dharma di Yogyakarta yang mempelajari peran Perang Dingin dalam sejarah Indonesia. Dan mitos ancaman komunis yang selalu ada sekarang diciptakan oleh Suharto pada bulan Oktober 1965. Itu tertanam dalam pikiran rakyat."
15-Oct-18,Bmkg Bantah Informasi Prediksi Kemarau Panjang Yang Dikaitkan Dengan Pertanyaan Kemunculan Dajjal,"Amplifikasi atas kabar berantai itu terjadi karena ketidakhati-hatian dalam memahami konteks riset/studi mutakhir soal tren peningkatan suhu global. Selain itu, ada upaya pembuat misinformasi yang mengaitkan topik pemanasan global dengan pemahaman atas keyakinan tertentu, yakni soal kiamat"
27-Sep-18,Djp Bantah Call Centernya Meminta Data Ktp Dan Identitas Lainnya,Belum lama ini beredar informasi palsu dan terindikasi sebagai modus penipuan yang mengatasnamakan sebagai call center DJP yang meminta informasi kepada masyarakat berupa data Nomor Kartu Tanda Penduduk (KTP) dan Identitas lain.
28-May-18,Edy Rahmayadi Tidak Terkena Stroke,"Ini sekarang sedang nonton PSMS. Tidak ada itu (stroke), jangan termakan hoax,"
24-Apr-18,"Beredar Foto Mesra Fadli Zon Dengan Pelakor, Fakta Aslinya Munculkan Perdebatan",Namun belakangan diketahui jika foto-foto tersebut merupakan hasil editan oleh oknum yang tak bertanggung jawab.
4-Apr-19,Surat Suara Yang Sah Harus Ada Tanda Tangan Kpps,"Cari tau dan harus tau
Saling mengingatkan
Berjuang tulus dan iklas"
25-Jan-19,Klarifikasi Bkn Terkait Surat Optimalisasi Pemenuhan Kebutuhan Pns Oleh Bkn,"Kepala Biro Humas BKN Mohammad Ridwan menegaskan, pihaknya tidak pernah mengeluarkan surat Surat Optimalisasi Pemenuhan Kebutuhan PNS oleh BKN."
8-Sep-18,Pemprov Riau Bantah Akan Rumahkan Ribuan Pegawai Honorer,"Tidak ada itu. Sejauh ini tidak ada pembahasan soal perumahan honorer di BKD, ujar Kepala Badan Kepegawaian Daerah (BKD) Provinsi Riau, Ikhwan Ridwan, Kamis (6/9)."
7-Sep-18,"Pt Ultrajaya Milk Industry Tbk Mengklarifikasi Terkait Laporan Susu Ultra Kemasan Yang Mengandung Bakteri Di Sinjai, Sulawesi Selatan",Dalam surat tersebut diketahui ada sampel produk susu UHT yang mengandung bakteri Streptococcus sp.
27-Agu-18,Rio Rizki Bukan Peraih Medali Emas Termuda Di Asian Games 2018,"Rio Rizki Darmawan, atlet dayung Indonesia, yang baru saja menikmati medali emas pada ajang ASIAN Games 2018 bersama timnya sempat dikabarkan menjadi atlet termuda yang pernah meraih emas pada ajang tersebut"
19-Jul-18,"Anggotanya Dituding Sebagai Penganiaya Tahanan, Polres Subang Berikan Klarifikasi",KELAKUAN POLISI BRENGSEK JAMAN NOW yang biarkan tahanannya di siksa sampai tewas di Polres Subang.
19-Mar-18,Satgas Pangan Polri Pastikan Tak Ada Telur Palsu Beredar Di Pasar,"Beberapa jenis telur memang akan terlihat lebih cair atau terdapat bakteri di dalamnya saat disimpan terlalu lama. Terlebih, jika ada keretakan di cangkang telurnya, bakteri atau jamur akan lebih mudah masuk. Namun keberadaan telur palsu tidak dimungkinkan. Pasalnya, secara harga saja, pembuatan telur palsu bisa lebih tinggi dari telur asli"
11-Mar-18,Pelaku Penusukan Ustaz Di Depok Telah Belasan Tahun Alami Gangguan Jiwa,"Ya Alloh. ternyata beneran, ada orang gila yang membunuh para ulama, ini kejadian didepan mata, di Perum BSI 1, Imam dan DKM Masjid Darul Muttaqin ditusuk orang gila saat Sholat Subuh pagi tadi, Alhamdulillah pelakunya tertangakp"
24-Oct-17,Nu Mendukung Lgbt,NU Mendukung LGBT
3-Aug-19,Klarifikasi Kementerian Kelautan Dan Perikanan  Terkait Beredarnya Surat Undangan Bimbingan Teknis Dan Penetapan Kelompok Penerima Bantuan Program Produksi Budidaya Ta. 2019,"Kami pastikan surat yang beredar di media daring adalah hoaks, pihak kami tidak pernah mengeluarkan surat seperti itu. Kalau kita teliti dari fisiknya saja (kop surat) sudah tidak sesuai"
3-Jul-18,Pbnu Tidak Pernah Menuding Pemerintah Menggunakan Dana Csr Bumn Digunakan Untuk Gerakan Khilafah,Jelas berbeda antara mengalirkan dana dengan memanfaatkan dana. Karena itu temuan kasus sosial PBNU
11-Apr-18,Akses Angkot Di Palembang Saat Asean Games Tidak Ditutup,"Itu hoax, malahan kita saat Asian Games membutuhkan angkutan umum. Yang tidak boleh itu adalah Bus Kota, mereka tidak di perbolehkan karena rata-rata kendaraan Bus Kota itu sudah banyak yang tidak layak lagi beroprasi dan sudah buruk, ujar Kepala Dinas Perhubungan kota Palembang, Kurniawan, Senin (9/4)."
6-Apr-18,Foto Ridwan Kamil Dan Sukmawati Soekarnoputri Adalah Saat Meresmikan Renovasi Penjara Bung Karno Di Banceuy,"Foto 3 tahun lalu saat kedinasan meresmikan renovasi penjara Bung Karno di Banceuy. Syariatnya, semua tamu harus dimuliakan. siapapun itu. *Hari ini foto ini beredar digoreng di WA group sebelah oleh mereka yang hobi blekkempen pilkada. Tapi Pemilih Jabar sdh cerdas. Hatur Nuhun"
28-Mar-18,"Wasekjen Pks, Mardani Ali Sera Tak Berfoto Bersama Bos Abu Tours","Bukan hanya hoax, berita ini sudah masuk fitnah. Unsur pidananya jelas loh. Itu foto sabtu 24/3, saya sebagai pembicara kepemimpinan, lalu sesi akhir berfoto dgn kader bernama Zakaria. Sdangkan Abu Tour di dalam tahanan yg dijaga polisi | Jgn fitnah Zakaria, jangan fitnah Polisi, tulis Wasekjen PKS, Mardani Ali Sera di akun twitternnya, Senin (26/3)."
21-Jan-18,Bersama Melawan Penyebar Hoaks,"Berita bohong atau hoaks dan ujaran kebencian yang marak di media sosial telah menjadi ancaman nasional. Semua pihak perlu bekerja bersama melawannya. Ini penting terutama saat memasuki tahun politik, hoaks dan ujaran kebencian bisa diramu untuk memenangi"
16-Nov-17,Fake News Becomes A Business Model: Researchers,Fake news becomes a business model: researchers
12-Sep-18,Mahasiswa Universitas Jenderal Sudirman Purwokerto Nyanyi Lagu Indonesia Raya Di Dalam Mesjid Nurul Alam,"Mesjid nurul ulum universitas jendral sudirman purwokerto islam nusantara, nyanyi lagu indonesia raya didalam masjid."
11-May-18,Klarifikasi Dinas Kesehatan Kota Palopo Terkait Isu Beredarnya Obat Kedaluwarsa,"Kami jamin obat yang didistribusikan kualitasnya bagus, tidak ada yang kedaluwarsa seperti yang dituduhkan orang tertentu akhir-akhir ini. Peredaran obat-obatan di Palopo dikontrol dan diawasi hingga sampai ke masyarakat,"
25-Feb-18,Retas Akses Ke Akun Menggunakan Ping,Ternyata Hacker tim prabowo berhasil menembus jaringan @DivHumasPolri hanya melalui ping ke server @Twitter menggunakan CMD di windows XP hahahaha dan mereka berhasil menembus ping ping ping  @prabowo @fadlizon @Fahrihamzah #08LicikdanPicik
16-Feb-18,Klarifikasi Tengku Zulkarnaen Tentang Pembakaran Masjid,"Admin tolong di poting klarifikasi dari Tengku Zulkarnaen tentang pembakaran masjid, karena sudah beliau klarifikasi. Biar berita berimbang"
2-Jan-18,Begini Kreativitas Dan Hasil Karya Anaknya Pleicieden? Serius Nanya Niy,"Begini kreativitas dan hasil karya anaknya pleicieden? Serius nanya niy
Termasuk pelecehan bukan ya kalo anak pleicieden yang bikin ? Serius nanya niy
Cebongers kira kira bersuara atau diam ya ? Serius nanya niy"
24-Apr-17,Judul Berita Media Asing Yang Menghina Jokowi,Judul Berita Media Asing Yang Menghina Jokowi
21-Feb-17,Penembak Jitu Membidik Peserta Aksi 212 Jilid 2,"LIHATLAH.
 BEGINI YG NAMANYA
 PELINDUNG RAKYAT.
 REZIM BINATANG"
22-Apr-19,Video Petugas Kpps Coblos Surat Suara Di Boyolali,"Astagfirullahal azim.Mau jadi apa bangsa ini, kalo diurus penyelenggara spt ini.semua kartu suara di coblos oleh 1 org, yg lain tinggal masukan ke kotak sj. pantesan sj di boyolali 01 dapat 100% suara, krn si baju batik yg nyoblosin semua."
31-Agu-18,Bappenas Bantah Tudingan Sandiaga Uno Yang Sebut Pemerintah Mengintervensi Data Bps,"Itu sama sekali tidak benar, mereka (BPS) punya undang-undang yang menunjukkan independensi mereka, kata Menteri Perencanaan dan Pembangunan Nasional/Kepala Bappenas, Bambang Brodjonegoro, Jumat (31/8)."
11-May-18,Mahfud Md Bantah Mengusulkan Penghentian Kasus Novel Baswedan,"Itu kan ada videonya, dilihat saja videonya yang lengkap. Ada di YouTube kok. Konteksnya jelas, bukan hanya potongan video,"
17-Mar-18,Indonesian Group Gears Up To Battle Fake News During Polls,Kelompok Indonesia bersiap menghadapi berita palsu selama pemilihan
12-Dec-17,: Jokowi Izinkan Wna Untuk Mendirikan Ormas,Jokowi Izinkan WNA Untuk Mendirikan Ormas
6-Dec-17,Solusi Daging Mahal Ala Mentan: Makan Keong,Solusi daging mahal ala mentan : makan keong.
10-Okt-18,Bps Tampik Pernyataan Sandiaga Yang Sebut Makan Siang Di Singapura Lebih Murah Daripada Di Indonesia,makan siang di Singapura lebih murah daripada di Indonesia
22-Jul-18,"Post-Post Media Sosial Yang Palsu Menyesatkan, Meledak Secara Global, Temuan Dari Studi Oxford",Blitz dari media sosial Rusia untuk mempengaruhi pemilu AS 2016
