judul,narasi,label
Wapres Kaget Aliran Uang Jiwasraya Masuk Ke Dana Kampanye Jokowi-Maruf,Kekagetan Tuan Marup adalah bentuk pengakuan atas aliran dana Jiwasraya untuk pemenangan JokKw.,1
Foto Sam Si Koala Dan Cooper & Merlot,"Selamat pagi Twitter, masih sedih disini tapi kita harus kuat dan mendukung semua orang.
 
 (A very good morning twitter, still sad over here but we gotta be strong and support everyone).",1
Pelintiran Konteks Foto Tri Rismaharini,"Hai syantique, sekedar saran, disinfeksinya pake mobil aja, tongkat perinya disimpen dulu.
 
 Jangan marah ya, jaga kesehatan, jangan capek2.",1
Penembak Jitu Terlihat Di Atas Gedung Indosat Bunderan Hi,"Tadi siang, sniper diatas Gedung Indosat, Bundaran BI. Padahal dari pihak kepolisian mengatakan tidak ada satu pun aparat yang menggunakan senjata api",1
Pemelintiran Konteks Video Prabowo Subianto : Saya Ini Produk Asing,Prabowo: Saya ini produk asing.,1
Seorang Polisi Israel Mencekik Seorang Anak Palestina Sampai Mati Pada Hari Sabtu Selama Demonstrasi Kedutaan Amerika Pindah Ke Yerusalem,"Seorang polisi Israel mencekik seorang anak Palestina sampai mati pada hari sabtu selama demonstrasi Kedutaan Amerika pindah ke Yerusalem. Anak lelaki yang tidak bersalah malah membaca Kalimat Syahadat sebelum meninggal.
Meskipun banyak usaha dari kelompok untuk mengupload video ini ke You Tube namun secara konsisten dihapus dari You Tube, Google dan Face Book. Silahkan dan teruskan membuat Video ini Viral sehingga mencapai semua media.",1
Ada Beberapa Tempat Menginap Gratis Untuk Peserta Reuni Alumni 212,"INFO UNTUK PERSIAPAN : buat rekan2 dari luar kota yg membutuhkan tempat nginap, berikut ini ada beberapa info dari rekan2 jkt yg menawarkan tempat sbb:
Assalamualaikum wr wb",1
Penularan Difteri Dari Bumbu Cabai Kering Yang Terkena Air Seni Tikus,"Dki Jakarta, Jabar. Ada 600 yang kena. RS penuh dg kondisi anak2 Difteri. 38 sdh meninggal. Jadi memang kejadian luarbiasa. Dinkes DKI Jakarta mengadakan imunisasi masal sd 11 Des. Usia 1 sd 19 tahun",1
Photo Fbi Arrests Bill Gates For Biological Terrorism,FBI Arrests Bill Gates For Biological Terrorism After Tip Off From Melbourne 5G Protestors,1
Video Kampanye Capres 01 Bahasa Mandarin,"SEPERTINYA ADA YANG ANEH 
Bukan menyudutkan salah satu paslon tapi Mimin jadi bingung, kenapa kampanye pake bahasa mandarin, kan ini Indonesia bukan di China. Apa mungkin supaya tenaga kerja asing mengerti cara mencoblos yang benar?",1
: Beredar Nama-Nama Pengurus Saracen Di Media Sosial,Beredar Nama-Nama Pengurus Saracen di Media Sosial,1
Foto Proses Produksi Mobil Esemka,"BUKA MATAMU LEBAR LEBAR PRETT
 
 INI PROSES PRODUKSI MOBIL ESEMKA",1
Foto Ronaldo Turun Dari Pesawat Saat Tiba Di Aleppo,Kedatangan ronaldo kesana untuk menjenguk anak2 yang terkena bom.oleh tentara rezim bashad al assad.ronaldo tidak takut datang walaupun perang tengah melanda kota tersebut.,1
"Meet Rebecca, Dialah Yang Membunuh Petugas Medis Wanita Razzan |  Meet Rebecca, She Is The One Who Killed Female Medic Officer Razzan","#GOOD_vs_EVIL!
 On the left; a European zionist with zero ties to occupied Palestine 
 who joined the #israeli military to participate in the ethnic 
 cleansing of the indigenous people of Palestine.
 On the right; Palestinian NURSE Razan Al-Najjar with family ties 
 going back hundreds of years to her land of #Palestine, shot in the 
 chest & back executed by an israeli sniper while volunteering as a 
 paramedic to save the lives of injured Palestinians peacefully 
 protesting in #Gaza demanding basic human rights after 70 miserable 
 years of brutal colonization. RIP Razan  #ThisIsIsrael #FreePalestine",1
Berita Mengerikan Akhirnya Dibuka Untuk Publik,Berita Mengerikan Akhirnya Dibuka Untuk Publik :,1
Foto Warung Makan Babi Guling,Waini obat waras. Dan mestinya sudah sesuai hukum agama,1
Jne Bagi-Bagi Telepon Genggam Samsung S7,JNE Bagi-Bagi Telepon Genggam Samsung S7,1
"Tahun 2015 Sebelum Jadi Wapres, Bpjs : Haram","Lebih bingung lagi gue bacanya Tahun 2015 sblm jadi wapres
 BPJS : HARAM Tahun 2019 sudah jadi wapres
 BPJS : di anjurkan (SUNAH)
 PENING KEPALA ANE MIKIRIN ORANG YANG 1 INI",1
Video Rapat Program Buka Puasa Dki Jakarta Tahun Ini,"Kejadian paling langka dalam sejarah (Unusual), yang dilakukan pada saat epidemi. Napak Tilas kesulitan yang dialami kaum muslimin di Jaman Rasulullah di berbagai medan kondisi pada saat Shaum. STRATEGI CEMERLANG ditawarkan untuk BUKA PUASA TAHUN ini, silahkan disimak videonya.(Tidak perlu kumpul (buka puasa bersama), tapi memberikan bingkisan kepada yang kurang mampu)",1
Mahalnya Biaya Sekolah Pelayaran,"3 Tahun sekolah pelayaran
Udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.",1
Royalty 8 Ribu Rupiah Setiap Wa,"Bila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap WA yg anda kurim. Terimakasih, semoga anda mendapat pahala. Aamiin YRA",1
Gp Ansor Kota Pekalongan Mengajak Jangan Pilih Caleg Nonmuslim Di Dapil X Jateng,"Ingat!
Allahu Akbar
17 April 2019",1
Ahok Putra Terta*K Bangsa,Ahok Putra Tertaik Bangsa,1
Batu2 An Karya Seni Gabion Ternyata Dari Terumbu Karang Yg Dilindungi Uu,"Tumpukan karang- karang keras yang sudah mati. Ada karang otak dan berbagai jenis batuan karang lain yang amat mudah dikenali . Kami menjadi bingung, memandang satu sama lain dalam kebisuan, bukannya terumbu karang dilindungi penuh? Bukankah sudah ada berbagai peraturan yg mengatur konservasi terumbu karang?",1
Gambar Presiden Jokowi Pamit Ke Sby Pulang Ke Solo,Jokowi : mo pamit.pak! SBY : Rakyat senang bila anda MUNDUR sekarang sebab kalo lebih lama negeri ini bakal karaSilahkan kembali ke Solo.mung-kin bisa lanjutkan proyek Esemka yg fenomenal itumonggo!,1
Pengakuan Ribka Tjiptaning Semua Anak Pki Bergabung Ke Pdip,Pengakuan Ribka Tjiptaning. Mayoritas anak PKI bergabung ke PDIP,1
Sore Tadi Ada Awan Sedang Berdoa,Sore tadi ada awan sedang berdoa. Semoga yg membagikan kuasa Allah ini besok pagi rezekinya berlimpah aamiin.,1
Pasukan Berani Mati Fpi Sudah Tiba Di Palestina,Alhamdulillah pasukan berani mati FPI sudah tiba di palestina takbir Allahu Akbar.,1
Foto Jalan Tomohon-Manado,JALAN TOMOHON-MANADO,1
Adanya Teroris Di Minut Sulawesi Utara,"Info di Desa Klabat terkini terjadi kekacauan.

Kepada seluruh Ormas adat Minahasa dan Tou Minahasa di harapkan kehadirannya sekarang juga di Desa klabat terkini kedatangan orang orang tanpa identitas (ktp) dan tanpa surat jalan dari dorang pe asal dan ketika di tanya oleh kuntua cuma ja tatawa akang,dorang yang ingin membuat keonaran di tana Minahasa.",1
: Klaim Azzam Mujahid Izzulhaq : Masing-Masing Negara Hampir Seluruhnya Memiliki Pasal Penistaan Agama/Religious Blasphemy,"Salah satu alumni gerakan aksi damai 212, Azzam Mujahid Izzulhaq mengklaim bahwa masing-masing negara hampir seluruhnya memiliki pasal mengenai penistaan agama / religious blasphemy . dirinya juga turut memberikan contoh kasus di Perancis, Yaitu kasus Walikota Perancis, Robert Menard, di bulan Desember 2016.",1
Video Pesawat Jatuh Di Tol Banyumanik,"Telah terjadi pesawat jatuh di Tol Banyumanik, salah jalur, ini pilotnya sekolae nembak sim e dadine masuk ke pintu tol, waduh kasihan pengendara mobil lainnya ini",1
Habib Bahar Smith Di Gebukin Napi Didalam Sel,Habib Bahar Smith di gebukin napi didalam sel,1
Lucky Florist Rugi Karena Pesanan Bunga Untuk Ahok-Djarot,"Tertipu Hutang Karangan Bunga Untuk Ahok 1,3 MIliar : Pemilik Lucky FLorist, Feriyanto (32) Mengaku Kecewa karangan bunga yang dipesan tapi belum dibayar lunas, dia menegaskan akan menempuh jalur hukum tim Ahok yang ditagih hutang malah mengancam keluarganya.",1
Foto Di Cuitan Saudari Kita Ini. Oleh @Pedjoeang_Islam,"Saudari kita ini adalah Hafizah Al-Quran yang syahid pertama di masjid New Zealand, .

#Selandia_Baru_insiden_teroris",1
Skema Kewaspadaan Umat : Ahok Diangkat Menjadi Wakil Presiden Lalu Menjadi Presiden.,"Skema kewaspadaan umat. 
Jangan bodoh hidup di dunia. Mereka berstrategi, mengapa kita tidak? Islam pakar strategi politik, karna politik dalam istilah arab adalah siyasah, bersiasat, berstrategi",1
Foto Motor Beserta Pengendaranya Terbakar Akibat Ponsel,Kejadian bebrpa menit yg lalu Akibat menyimpan HP di dlm jok motr. Posisi keadaan membawa bensin 1 jrigen,1
Fpi Temukan 4 Ton Surat Suara Kosong Yang Belum Dicoblos Tersimpan Di Gudang Percetakan Tribun Timur,SALUT BUAT FPI YG MENEMUKANNYA,1
Motor Terbakar Karena Hp Didalam Jok,"Mohon Jangan simpan *HP* Dibawah jok motor berbahaya dan bisa *MELEDAK*.
 Ini Terjadi kemarin di Purwosari jawa timur Saat telpon *BERDERING* tiba tiba motor meledak dan bersyukur tidak ada korban jiwa  *MENGINGAT* di situ ada aki dan tangki bensin",1
Keren Kan. Jangan Lupa No.2.,Keren kan? jangan lupa NO.2,1
: Info Rekruitmen Bumn Pt Nindya Karya,"Beredar di media sosial surat panggilan seleksi calon karyawan PT Nindya Karya (Persero) yang akan diselenggarakan pada 6-7 september 2018 mendatang. Dalam surat edaran tersebut dituliskan bahwa perekrutan berlangsung di Denpasar, Bali.",1
Penjelasan Tentang Cara Penanganan Hipotermia Dengan Cara Disetubuhi,"Yg paling darurat jika sdh sampai tahap hipo mesti disetubuhi. Gw pernah ada kasus cwek hipotermia hampir meninggal di gunung Rinjani, segala cara udh dicoba tpi cewek ini gak membaik, akhirnya ada anak mapala yg berpengalaman yg nyaranin untuk menyetubuhi cewek ini agar suhu tubuhnya hangat, akhirnya salah satu tman dkatnya cowoknya menyetubuhi cewek trsbt. Yg lucunya kami ada 20 org nungguin di luar tenda smbil nunggu si cowok melakukan itu, sambil mnum kopi. Alhamdulillah stelah itu cewek itu terselamatkan.",1
Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh Dan Lemon,Kabar gembira dan istimewa. Vietnam korban covid 19 tidak ada yng matiBerita super. obat virus covid 19 sudah tercapai informasi dari negara Vietnam. virus covid 19 tidak menyebabkan kematian. ternyata resepnya sangat sederhana tapi sangat ampuh. hanya 1 teh.2 lemon.minumlah teh panas setelah di campur perasan lemon.dapat segera membunuh virus covid 19.dan dapat sepenuhnya menghilangkan virus covid 19 dari tubuh2 bahan ini membuat sistem kekebalan tubuh menjadi bersifat basa. karena ketika malam tiba sistem tubuh menjadi asam. kemampuan detensif juga akan berkurang. itulah sebabnya orang Vietnam santai saja dengan menyebarnya virus covid 19 Di Vietnam rata2 semua orang minum segelas air panas dengan sedikit lemon di malam hari Karena telah terbukti membunuh virus covid 19 secara total Bagikan resep sakti ini kepada siapapun untuk memburu pahala Resep sederhana ini sangat efektif karena tidak akan terinfeksi virus covid 19. Atas izin Tuhan YMESelamat mencoba,1
Pesan Berantai Waspada Penculikan Anak,KENALIN MUKA MEREKA MEREKA ADALAH SEKELOMPOK PENCURI ANAK YG SEDANG BERKELIARAN DI SEKITAR KITA.BANTU SEBARKAN AGAR YG LAIN TAU!,1
"Isu Warga Kesurupan Pasca Batu Bersusun Dihancurkan, Dipastikan Hoax","Siang saya hancurkan malamnya muncul lagi postingan, menyebut ada 9 warga kesurupan. Saya langsung minta tolong ke aparat desa untuk melakukan pengecekan dan ternyata itu hoax,",1
Pasar Tanah Abang Di Tutup Sementara,"Jakarta, 13 Maret 2020  Menyikapi merebaknya wabah virus corona (Covid-19) di Indonesia khususnya DKI Jakarta, serta sesuai instruksi Gubernur Provinsi DKI Jakarta sore ini bahwa untuk mencegah dan sebagai upaya preventif penyebaran virus corona (covid-19) untuk menutup sementara selama 2 minggu pasar regional tanah abang",1
"Masuukk Truusss Silahkan Masuukk, Orang Mudik Dilarang Aseng Bebas",Tiap Hari TK asal Cina Masuk Melalui Bandara Halu Oleo menggunakan visa wisata untuk bekerja di Pertimbangan Morowali.,1
"Di Tanya Soal Virus Corona Korlap Fpi: Hanya Imam Besar Kami Yg Punya Penangkal Virus Corona,Karna Imam Besar Kami Cucu Nabi","Di tanya soal virus corona korlap FPI: hanya imam besar kami yg punya penangkal virus corona,karna imam besar kami cucu nabi",1
Jokowi Meminta Izin Tenaga Kerja Asing Dipermudah,"Masih ada Puluhan Jutaan Para Sarjana indonesia yg jadi Penganguran, lalu kenapa TKA diberikan kemudahan tuk bekerja di indonesia. Pak Dhe kok bela2in mereka. Puluhan ribu Karyawan PT Freeport masih terkatung2 nasibnya pak, itu dulu diurus jang sibuk dengan orang asing dan rakyat sendiri tidak diurus.",1
: Seorang Ibu-Ibu Meninggal Akibat Terperosok Di Setu Babakan Jagakarsa Jakarta Selatan,setelah diangkat ibu tersebut linglung lalu dibawa kerumah sakit dan meninggal,1
Jokowi Sdh Berkunjung Ke Christchurch,"Diam2.Tanpa banyak omong, Presiden RI Jokowi sdh berkunjung ke Christchurch  New Zealand.keren abis",1
Katalog Model Alexis,"Ladies Catalogue, Model Premium",1
Deklarasi Nasional Gerakan Ihwanul Muballighin Menangkan Jokowi-Maruf Amin Di Ponpes An-Nadwah Tambun Bekasi,"Poster Deklarasi Nasional Gerakan Ikhwanul Muballihghin Menangkan Jokowi  KH. Maruf yang diselenggarakan di Pondok Pesantren An-Nadwah, Tambun, Bekasi, pada Minggu (16/9) beredar di media sosial.",1
Rezim Kodok Ini Benar2 Anti Islam,Pelarangan sholat di sekolah dan pelarangan pemakaian baju sekolah muslim ke sekolah.,1
Penangkapan Penyusup Yang Membawa Bom Ke Acara Pernikahan Putri Presiden Jokowi,"Ini penyusup rombongan ke acara Jokowi, dia bawa bom di dalam kereta, sudah diturunin di Semarang dan dibawa ke Polda untuk investigasi lebih lanjut.",1
Gambar Buni Yani Menyesal Memenjarakan Ahok,Terlambat: Buni Yani Menyesal telah Memenjarakan Ahok Dan Sekarang Berjanji Tak Akan Mengulanginya Lagi. Tobat. Tobat. Tobat,1
Hoax Lagi Tentang Hadassah Of Indonesia,"Hoax Lagi tentang Hadassah of Indonesia
Klarifikasi:
1. Saya bukan jurnalis CNN, saya bukan jurnalis internasional. Saya dulu kerja sebagai wartawan di media nasional dan lokal selama 14 tahun. Suami saya bukan Gerard Rijkers, suami dan saya bukan WNA. Kegiatan saya BUKAN tentang LIBERALISASI AGAMA dan organisasi saya terbuka untuk bekerja sama dengan siapapun yang satu visi. ",1
Foto Logo I Love Israel Pada Permen Mentos,Foto mentos edisi I Love Israel berada di sebuah supermarket daerah Jakarta Pusat,1
"Kompak Resign, Forum Honorer K2 Dan Pns Pendukung Prabowo Pilih Jadi Anggota Fpi","Kompak resign, Forum Honorer K2 dan PNS pendukung Prabowo pilih jadi anggota FPI.",1
Surat Perintah Bnpb Terkait Normalisasi Sungai Di Sulawesi Tenggara,"SURAT PERINTAH MULAI KERJA
 
 Nomor: 02/SPMK/BNPB/1/2020
 
 PEKERJAAN
 
 NORMALISASI SUNGAI
 
 WANGGU KONAWE SELATAN DAN HULU KENDARI PROVINSI SULAWESI TENGGARA",1
Perekaman Ktp Elektronik Di Gedung Serba Guna Unila Pada 17-19 April 2018,"Kalo ada handai taulan yang belum punya KTP-el. Di infokan kepada masyarakat yang belum pernah melakukan perekaman KTP-el, ada perekaman, KTP langsung jadi di GSG Unila dari tanggal 17-19 April yang diadakan langsung oleh Dirjen Catatan Sipil Jakarta. Manfaatkan kesempatan ini, syarat membawa KK saja (semoga bermanfaat)",1
Masjid Pohon Pertama Di Dunia,Inilah masjid pohon pertama didunia. Semoga yg like & komen aamiin besok pagi rezekinya berlimpah aamiin.,1
Surat Edaran Dinkes Kota Palopo Terkait Warung Makan Dengan Makanan Yang Mengandung Formalin Dan Boraks,"Disini saya merasa ndak mau lagi makan bakso
 Ini data dari dinkes palopo. no hoax dan tipu2. kalau gak percaya bisa tanya langsung ke kerabat atau siapa saja yang kerja di dinkes palopo.
 
 Ini data dari dinkes palopo. no hoax dan tipu2. kalau gak percaya bisa tanya langsung ke kerabat atau siapa saja yang kerja di dinkes palopo.",1
Bacaleg Pks: Poligami Untuk Rakyat! Masa Depan Bangsa Indonesia!,POLIGAMI Untuk rakyat khilafah ! Masa depan bangsa khilafah cok! Tidak untuk masa depan Indonesia.,1
Foto All Jakarta Water Park,PERKENALKAN: ALL JAKARTA WATER PARK,1
Penginjil Asal Amerika Serikat Joyce Meyer Bagikan Uang Di Facebook,"PERINGATAN! UNTUK SEMUA NEGARA, mulai hari ini sampai batas yang saya tetapkan adalah 30 Juli 2020, saya akan memilih orang di Facebook secara acak dan resmi (tanpa penipuan). Terapkan dari rumah dan terima hadiah dalam 5 menit, kami mempostingnya untuk membantu orang-orang karena epidemi virus CORONA telah mencegah banyak orang bekerja.",1
Tes Gula Darah Untuk Menyebarkan Aids Di Medan,"Bapak teman segereja kami tadi menjelaskan, mengenai isu tentang ada orang orang ISIS yang menyamar ada disekitar kita, berkedok pemeriksaan gula darah lah, kolestrol dan sebagainya yang katanya gratis, tapi sebenarnya dari jarum penusuk untuk ambil darah kita itu, mereka menyebarkan virus HIV AIDS kepada korbannya. Yang jadi inceran mereka adalah kita umat nasrani.",1
Penggunaan Foto Di Meme Karya Ahok Karya Anies,Silakan kasih penilaian sendiri dah,1
Perawat Royal Td Suaminya Jg Wafat Barusan,"Suaminya juga tiba2 jatuh Delirium, Masuk ICU, PCR positif (info dr tmn2) Suaminya almh di RSAL barusan wafat juga di ICU, Innalillahi wa inna ilaiki rojiunnn Tmn2 perawat Royal td suaminya jg wafat barusan",1
Foto Mardani Ali Sera Hasil Suntingan,Foto Mardani Ali Sera Hasil Suntingan,1
"Pidato Lengkap Jokowi, Negara Kita Tidak Pernah Berhutang Hanya Melakukan Pinjaman Dari Luar Negeri",Haiyyaaa . ini plecident +62 itu hoo . ! Plecident +62 ini tidak hutang lho . cuma pinjam pinjam lual negeli .,1
Kerajaan Arab Saudi Menetapkan Habib Rizieq Sebagai Keturunan Ke-38 Rasulullah,"*KERAJAAN ARAB SAUDI TETAPKAN HABIB RIZIEQ SEBAGAI KETURUNAN KE-38 RASULULLAH*
 Imam Besar Ummat Islam _Assayyid Ad-Dai ilallaah Al-arifbillaah_ *Habib Muhammad Rizieq Shihab* dinyatakan & ditetapkan oleh Pemerintahan Arab Saudi melalui Juru Bicara Kerajaan Raja Salman. Beliau HRS ditetapkan sebagai _Keturunan Habiballaah Rasulullah_ *Muhammad Shallallahu Alaihi wa Sallam* _ke-38_. Beliau mendapat seluruh fasilitas kebutuhan kehidupan dunia untuk dipergunakan sepuasnya & dilayani oleh Kerajaan Arab Saudi (termasuk *HRS* boleh tinggal di *Saudi* sesuka keinginannya), Maa Syaa Allah. [.]",1
2014 Jokowi Tidak Di Wakili Suara Rakyat Menjadi Presiden Dengan Kecurangan,Fakta 2014 lalu Jokowi tidak di wakili suara Tuhan (suara rakyat) sehingga menjadi presiden dengan kecurangan.,1
Binatang Aneh Sudah Dua Hari Muncul Di Pakanbaru. Badannya Seperti Kelelawar Tapi Berenang Di Air,Apakah Ini? Binatang aneh sudah dua hari muncul di Pakanbaru. Badannya seperti Kelelawar tapi Berenang di Air.,1
Video Rekaman Helikopter #Kobebryant Jatuh Di Udara Yang Menyebabkan Kematiannya,Footages of how #Kobebryants helicopter crashed in the air that resulted in his death (Rekaman tentang bagaimana helikopter #Kobebryant jatuh di udara yang menyebabkan kematiannya),1
Biskuit Crispy Crackers Diklaim Mengandung Lilin Karena Mudah Terbakar,(berupa vidio yang menjelaskan jika biskuit crispy crackers mengandung lilin karena sangat mudah terbakar),1
Di Austria Lahar Panas Keluar Dari Perut Bumi,"[NAUZUBILLAH YA ALLAH]-Di Austria Lahar Panas keluar dari Perut Bumi.
Mungkin Neraka Merindukan Penghuni nya.",1
"Ketum Pan, Zulkifli Hasan Sebut Habib Rizieq Sebagai Tokoh Ulama Penggadai Agama",Ketum PAN: Habib Rizieq Tokoh Ulama Penggadai Agama. Wooowww beneran apa gimana ini. Ada yg bisa bantu menjelaskan.,1
"Tolak Jabatan Menteri, Sandiaga Katakan Lebih Baik Pengangguran Daripada Jadi Kacungnya Rezim","Tolak Jabatan Menteri, Sandiaga: Lebih Baik Pengangguran Daripada Jadi Kacungnya Rezim,",1
Pegawai Pln Meninggal Tersengat Listrik Dari Telepon Genggam Miliknya Yang Sedang Mengisi Baterai,Pegawai PLN Meninggal Tersengat Listrik dari Telepon Genggam Miliknya Yang Sedang Mengisi Baterai,1
Cerita Inspiratif Thomas Alva Edison,"Seorang Ibu yang Luar Biasa
 
 Suatu hari, Thomas Alva Edison pulang sekolah dan menyerahkan selembar kertas pemberian gurunya untuk ibunya. Sang ibu menangis sambil membaca isi surat itu dengan mengeraskan suaranya: Putra anda seorang jenius. Sekolah ini terlalu kecil untuk menampungnya dan tidak memiliki guru yang cakap untuk mendidiknya. Agar anda mendidiknya sendiri.",1
