ID,tanggal,judul,narasi,label
1159,26-Apr-16,Walikota Solo Larang Buber dan Halal Bihalal,Sekretaris Daerah (Sekda) Solo yang mengeluarkan surat edaran (SE) larangan buka bersama (bukber) dan halalbihalal yang mengatasnamakan satuan kerja perangkat daerah (SKPD).,0
1160,1-Nov-15,Syiah menyerang Saudi pada musim haji 1979,"Dapet berita dari koran lama edisi pnri, tentang penyerbuan kaum syiah pada musim haji 20 november 1979 di masjidil haram, mereka tepat menyandera imam tepat setelah solat subuh dengan menggunakan senjata AK47 yang dilipat,",1
1161,12-Oct-15,"Aplikasi i-Doser, Narkoba Digital","“mau share sedikit dr hasil seminar kemarin di HF Dursaw, tentang darurat narkoba.
 Sekarang ada tipe baru digital narcotic yg sgt mudah di akses dr smart phone. Namanya aplikasinya: I-doser.
 Kita sebagai ortu perlu tahu mengenai hal ini,
 Kita doakan spy anak2 kita terhindar dr pengaruh2 buruk.?”",1
1162,23-Aug-20,Pernyataan Jokowi Ekonomi Indonesia Terjun Bebas Tidak Diberi Utang Lagi,"anjai… ancor..ancorrrrrr…. ayooooo.. mau bikin apa lagi…” “Jokowi – Pertumbuhan Ekonomi Indonesia “Terjun Bebas” ngutang, enggak diberi lagi, gaess",1
1163,9-Aug-20,Narasi dalam Poster AHY Ketua Umum Partai Demokrat Periode 2020-2025,"Dia lupa dengan dirinya sendiri, saat Pilkada DKI 2017 @AgusYudhoyono dipaksa ikut Pilgub oleh @SBYudhoyono AHY Aktif di TNI berpangkat Mayor dipaksa mundur gegara di ikutkan Pilgub dan berakhir Gagal",1
1164,16-May-20,WHO Mention Vegetarianism Not Affected Covid-19,WHO Mention Vegetarianism Not Affected Covid-19,1
1165,3-Apr-20,Video Ini lockdown di Spanyol,Ini lockdown di Spanyol Kalian di India beruntung…kalian hanya dipukul menggunakan tongkat.,1
1166,27-Jan-20,Obama Mencalonkan Diri Sebagai Presiden Kenya Tahun 2021,"Sebuah artikel dari worlddailynewsreport.com berjudul ‘Barack Obama Announces Intention to Run as President of Kenya in 2021’ berisikan informasi yang menyebutkan Barack Obama telah mengonfirmasi keinginannya untuk maju dalam pilpres Kenya pada tahun 2021. Dalam artikel tersebut, disebutkan Obama percaya diri dapat mengatasi permasalahan di Kenya sebagaimana yang dia lakukan dulu saat menjabat sebagai Presiden Amerika Serikat.",1
1167,29-Dec-19,singapore is like a communist china who hates Islam,"The Singapore infidel police held a terrorist countermeasure exercise in the mosque while still wearing unclean shoes on the mosque carpet.
 
 Laknatullah alaihim .. !!!
 
 Since it was ruled by China, Singapore is like a communist China who hates Islam … !!!",1
1168,17-Dec-19,Parutan Kelapa Bisa Sebabkan Kremian,"Saya paham betul, bahwa teori generatio spontanea sudah runtuh sejak lama. Namun entah kenapa, alam bawah sadar saya selalu percaya bahwa cacing kermi yang ada di permukaan dubur itu adalah wujud penjelmaan dari kelapa parutan alias urap yang dimakan terlalu banyak",1
1169,13-Dec-19,Istri Sah Labrak Wanita Simpanan Dirut Garuda,"ci gundik kena sial nya dia di labrak sm bini sah ny ci raja lendir di salah satu Hotel Mewah d Jakarta. karena miara gundik ci raja lendir harus extra ngorupsi ny demi membahagia kn sang gundik mulai dr oplas, mempercantik diri d salon d luar negri, belanja tas tas branded dan sering jalan jalan k luar negri dsb",1
1170,23-Oct-19,Ditjen Bea Cukai Angkat Bicara Terkait Munculnya Informasi Tawaran Hadiah Pulsa Bagi Masyarakat Yang Beri Info Jasa Titip Barang Bermerek,"Kasubdit Komunikasi Dan Publikasi Ditjen Bea Cukai, Deni Surjantoro: “Hoaks. Belum pernah kami bagi-bagi pulsa,",1
1171,23-Sep-19,Pertolongan pertama pada stroke dengan tusukan jarum ke ujung setiap jari masing-masing atau bagian bawah daun telinga,"Pertolongan Pertama Pada STROKE
 orang yg kena STROKE mendadak (jatuh dr WC dsB), pembuluh darah ke otak akan pecah sedikit demi sedikit. Ingat,untuk mengatasi hal ini janganlah gugup/panik. Jika korban berada di tempat kejadian seperti dikamar mandi/ruang tidur/ruang tamu dll.",1
1172,21-Sep-19,Polisi Bantah Viralnya Penampakan Pocong di Sejumlah Wilayah di Tangerang,"Menanggapi hal tersebut, Kapolsek Sepatan, AKP I Gusti Sugiarto mengatakan kalau penampakan pocong yang viral di kawasan Sepatan, Teluknaga, dan Pakuhaji adalah hoax.",1
1173,8-Aug-19,Kementerian PUPR Beri Penjelasan Mengenai Isu Rumah Subsidi Sudah Habis,"Kalau selama ini sering dituliskan bahwa bantuan perumahan atau subsidi habis, sebetulnya tidak demikian. Kita lihat, FLPP itu capaian kinerjanya saat ini masih sekitar 70 persen. Jadi masih ada sekitar 30 persen yang kita bisa proses. Kalau diproses dan disetujui semua, maka SSB kinerjanya sekitar 60 persen. Berharap Agustus ini capaian itu bisa tercapai",0
1174,25-Mar-19,PLN Benar-benar tak punya malu dan etika,"PLN merupakan BUMN, perusahaan milik negara dan mencari pendapatan bagi negara. Pegawainya mau mendukung siapapun boleh saja tapi harusnya tidak dilakukan sewaktu bekerja. Apalagi dia sedang menjalankan pekerjaan dari program pemerintah sekarang dan malah mendukung Capres petahana.",1
1175,7-Feb-19,"Tangkapan Layar Artikel Web KPU Diretas, Temuan Mengejutan!! Jokowi Angkat Isu PKI","Ramai-ramai website KPU diretas akun oposisi (
@opposite6890
)
Bener ga ya ini? yg bersangkutan sih udah bilang bukan dia, tapi kita ga bisalah kita percaya gitu aja sama kubu mereka.",1
1176,30-Dec-18,Petik Buah Rambutan Gratis di Kandang Harimau Kebun Binatang Surabaya,"Kebun binatang Surabaya, mulai hari ini bisa petik buah Rambutan gratis.. Tis..!!
Buka dr jam 8.00-17.00
Kereen yo , Suroboyooo rèk",1
1177,12-Agu-18,Pemberitahuan pemenang undian bank BRI,"INFO RESMI,, Anda Nasabah BRI Terbaik 2018 dgn Kode Pin(02599875)
 memenangkan Cek Rp.27jt",1
1178,6-Jun-18,Foto Pelajar SMP Pegang Spanduk Berisi Kritikan Terhadap Jokowi yang Kerjanya Cuma Utang dan Jual Aset,"Foto tersebut sudah diedit, isi tulisannya sama sekali tidak ada 
kata-kata yang menyinggung soal utang, jual aset, dan impor beras. Isi 
tulisan sesungguhnya dalam spanduk tersebut adalah ‘Doakan Kami, 
Cita-Cita Kami Hafal 30 Juz Alqur’an’.",1
1179,29-May-18,Suara sumbang petani Kendal yang digusur proyek tol,"Demi memuluskan ambisi proyek infrastruktur Tol nya jokowi rela menindas dan mendzolimi raktaynya sendiri!!!
 kelakuan seperti ini masih berharap suara rakyat untuk 2 periode ngimpi!!!😠😠
 #2109GANTIPRESIDEN",0
1180,26-Apr-18,: Kadis Pendidikan Kota Bengkulu Klarifikasi Terkait Soal Ujian Bermuatan Sex Bebas,"Debunk ini berisi klarifikasi dari Kepala Dinas Pendidikan Kota Bengkulu, Rosmayetti terkait soal PJOK tingkat SMP/MTS, dimana pada soal ujian tersebut tepatnya pada nomor 25 terdapat pertanyaan pilihan ganda perihal tempat yang paling banyak digunakan untuk melakukan sex bebas.",1
1181,16-Apr-18,Beginilah Caranya China Menghancurkan Dunia,"Beginilah caranya china menghancurkan dunia.
 Kerjasama Tiongkok dgn Uni Emirat Arab dlm pembuatan rel kereta api cepat, namun dimanfaatkan sekaligus utk mengekspor jutaan butir ekstasi yg diisikan dalam bbrp spare part utk konstruksi kereta api cepat tsb…, Persis sama dg cara mereka ketika mengirimkan tiang2 pancang ke Indonesia yang berisikan pil2 setan tsb…
 Bisa2 satu negara “on” sepanjang tahun….
 Waspadalah kerjasama dengan negeri komunis tsb….
 Lihat video dibawah ini dan kita akan tercengang dg usaha gigih mereka yg sangat rapi….",1
1182,12-Apr-18,Gambar Rilis Divisi Humas Polri Mengenai Kelengkapan Menggunakan Sepeda Motor yang Disunting,"Gambar tersebut adalah hasil suntingan, gambar yang asli dimuat di http://bit.ly/2qpOWjX.",1
1183,8-Mar-18,Guys! Tolong Jangan Beli Cokelat Snickers |  Guys! Please Dont Buy Snickers Chocolate Bar,"Guys! Tolong jangan beli cokelat Snicker, karena negara lain membuang dan membakar ratusan Snickers karena terkontaminasi (membahayakan kesehatan yang memakan cokelat tersebut).. Jadi untuk orang tua awasi makanan anak-anak kita, Berikan saja mereka makanan sehat untuk bekal sehingga mereka aman.. Tolong. Bagikan!”",1
1184,4-Mar-18,"Antara Jogja, Tionghoa, Metro Tipu dan Penjajah","antara JOGJA, TIONGHOA, METRO tipu & PENJAJAH
 
 fahami sejarahnya & luruskan logika kita
 
 #Save_Logika
 #Save_Indonesia",1
1185,30-Nov-17,Hujan Batu Panas Dari Erupsi Gunung Agung Menimpa Desa Dukuh Bali,"Menteri Koordinator Bidang Kemaritiman Luhut Binsar Panjaitan menuturkan, saat ini meskipun Gunung Agung berstatus awas, tidak ada batu-batuan yang keluar dari gunung setinggi 3.031 mdpl tersebut.
“Tidak ada lemparan batu-batuan, sampai hari ini belum ada",1
1186,27-Nov-17,"saya tidak tahu, saya cuma share","saya tidak tahu, saya cuma share",0
1187,22-Nov-17,"Dituduh Menistakan Agama, Walikota Risma dilaporkan ke Polisi","Dituduh Menistakan Agama, Walikota Risma dilaporkan ke Polisi",0
1188,16-Nov-17,"Kisruh Liga 1, Drama Laga Mitra Kukar Melawan Bhayangkara FC Dalam Lanjutan Kompetisi Gojek-Traveloka Akibat Kebohongan Pihak Mitra Kukar","Saya tidak mengerti sepenuhnya. Mitra Kukar yg membuat kesalahan, tapi kenapa sanksinya malah menguntungkan Bayangkara FC?.
Laga Mitra Kukar vs Bayangkara tetaplah laga imbang, karena secara real skors 1-1. Toh di pihak Mitra Kukar memainkan pemain yg seharusnya tidak boleh bermain, ya sanksinya harusnya hanya berimbas ke Mitra Kukar saja kan?
Turut prihatin buat Bali United dan para pecintanya, peluang juara yg sudah di depan mata jadi menguap begitu saja…
Bu Susi, tolong tenggelamkan saja PSSI ini….karena penyakitnya ternyata tidak sembuh-sembuh…”",1
1189,9-Nov-17,Ternyata Indonesia Dibodohkan Dengan Air Mineral,"Setelah 22 tahun melakukan penelitian, akhirnya Harvard University menambah temuan betapa bahayanya Air Mineral yang mengandung Flourida yang saat ini juga terdapat dalam Air Mineral seperti Aqua kepunyaan Danone, tidak hanya Aqua saja yang kini sahamnya dibeli Danone juga mengandung Zat Flourida.. .",1
1190,8-Nov-17,BANSER MENGANGKAT SALIB,"BANSER SEMOGA DIBERI HIDAYAH.
Demi nasi bungkus, kami rela mengangkat salib, menjaga Gereja, ikut dibaptis, menggadaikan aqidah.
Karena kami lapaaarr ??",1
1191,19-Aug-17,Aksi Demo Membela Sahabat Driver yang Terancam 4 Tahun Penjara,Izin share lur….. Aksi demo membela sahabat driver yg terancam 4 tahun penjara…..”,0
1192,14-Jul-17,Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat,Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat,1
1193,20-May-17,: Polemik IP address server baladacintarizieq.com,Polemik IP address server baladacintarizieq.com,0
1194,19-Dec-16,My Roti Kloning Sari Roti,"MY ROTI adalah KLONINGNYA
 SARI ROTI
 Uhuuyyyy……. berubah penampilan ni yeeee ????”",1
1195,27-Jun-16,"Dihadang Warga Penjaringan, Ahok Kabur Lewat Kebun","Gubernur DKI Jakarta Basuki Tjahaja Purnama (Ahok) berhasil meloloskan diri dari hadangan ratusan warga Penjaringan Jakarta Utara, yang sudah menunggu kehadirannya sejak 15:00 WIB.",0
1196,16-Aug-20,Drone Mata-Mata Berbentuk Serangga yang didanai oleh Pemerintah Amerika Serikat dan Sudah Dalam Masa Produksi,"It’s an insect spy drone for urban areas, already in production, funded by the US Government. It can be remotely controlled and is equipped with a camera and a microphone. It can land on you, and it may have the potential to take a DNA sample or leave RFID tracking nanotechnology on your skin. It can fly through an open window, or it can attach to your clothing until you take it in your home",1
1197,10-Aug-20,Firza adalah KUNCI,"Ketika Habib Rizieq menyangkal semua pembicarannya, dan menuduh Yusril membuat kebohongan, tak banyak hal yang dilakukannya. Cukup berpose dan ketemu dengan peluru kendali antar benua bernama “Firza”,",1
1198,3-Jul-20,dua matahari Lunar Hunter,"“Hari ini, dua matahari muncul di perbatasan antara Amerika Serikat dan Kanada, satu adalah matahari asli dan yang lainnya adalah bulan. Fenomena ini disebut “Lunar Hunter” dan hanya terjadi ketika bumi mengubah porosnya. Bulan dan matahari lahir pada saat yang bersamaan, dan bulan memantulkan sinar matahari dengan intensitas yang kuat, mengingatkan kita pada matahari kedua. Bagikan ini! sangat cantik! ! !",1
1199,26-May-20,"Buntut Penerapan PSBB di Palembang, Batas Operasional Akses Hingga Pukul 14.00","Besok Selasa 26 Mei 2020 Palembang PSBB batas operasional di jalan adalah jam 14.00 WIB, lewat dari jam tersebut semua jalan ditutup. Semua aktivitas, baik berjalan kaki, berkendaraan, berkantor, berjualan, dan lain-lain HARUS DIHENTIKAN. Pelanggaran terhadap hal di atas akan dikenakan sanksi.Beritahu sanak saudara dan teman2 kita",1
1200,29-Mar-20,Video Di Amerika sudah terjadi penjarahan di mana2 karena ketakutan akan virus corona,Di Amerika sudah terjadi penjarahan di mana2. Akankah ini juga terjadi di Indonesia ?,1
1201,11-Mar-20,Video Angin Puting Beliung Menerjang Sukabumi,Innaa lilllaahi….. angin puting beliung menerjang Sukabumi…. semoga tidak ada korban jiwa…,1
1202,12-Feb-20,"In an era of #coronavirus in China, money is no longer the best thing in the world","In an era of #coronavirus in China, money is no longer the best thing in the world.",1
1203,24-Dec-19,Spanduk LARANGAN BERSHOLAWAT,Udah mulai terang2an larangan bersholawat,1
1204,11-Jul-19,"JOKOWI FAKE AND AUTHORITARY PRESIDENT OF RRC COMMUNISTS,INDONESIA BRANCH","JOKOWI FAKE AND AUTHORITARY PRESIDENT OF RRC COMMUNISTS,INDONESIA BRANCH INTERNATIONAL",1
1205,2-Jul-19,Jika melawan diancam proses hukum berjalan,"Strategi 01 adalah tempatkan org2 bermasalah diposisi strategist utk kecurangan ,Jika melawan diancam proses hukum berjalan",1
1206,25-Jun-19,Profesor Gabe Bin Abdulah yang berasal dari Amerika latin ini kagum kepada pendukung Prabowo,"Profesor Gabe Bin Abdulah yang berasal dari Amerika latin ini kagum kepada pendukung Prabowo di karnakan Mereka tidak pernah menyerah dalam melawan kecurangan ini,beliau juga berkata bahwa beliau siap membantuk paslon 02 dengan memberikan dana sebesar 2Juta US dollar untung kepentingan Paslon 02 dalam sidang MK tentang kecurangan paslon 01,Mari semua kita sebarkan tagar:#GabeBinAbdulah02 dan sebarkan post ini biar paslon 01 tau bahwa orang luar saja tahu bahwa paslon 02 adalah orang yg jujur dan di hormati bahkan oleh orang luar",1
1207,3-May-19,Unggahan Hasil C1 Pleno TPS di Bangil Pasuruan Berbeda dengan Hasil Situng KPU,"22:15
01/05/2019
Hasil C1 PLENO TPS
kenapa jadi berbeda dengan hasil scsn C1 situng kpu..??",0
1208,23-Apr-19,Foto RA Kartini Berjilbab dan Berkaca mata.,"Photo asli RA Kartini ketika menjadi santri Kyai Saleh Darat. Tidak memakai konde dan berkebaya. Foto RA Kartini yang berkonde dan berkebaya versi Belanda akan terus dikeluarkan oleh kaum sekuler agar RA Kartini tetap dikenang sebagai perempuan yang tak mau berjilbab,",1
1209,19-Jul-18,Pria Misteri Berkumis,PRIA MISTERI BERKUMIS,1
1210,23-May-18,Pencairan Tunjangan Hari Raya  Bagi Pensiunan Pegawai Negeri Sipil  Dilakukan Tanggal 5 Juni 2018,"Berdasarkan Notulen Rapat Direktorat Pembendaharaan Kementrian Keuangan Republik Indonesia Tanggal 7 Mei 2018 tentang Pembayaran THR dan Pensiunan ke-13 tahun 2018 baik PT.Asabri (Persero) dan PT.Taspen (Persero), bersama ini disampaikan sebagai berikut: [...]",1
1211,27-Feb-18,"Polri Bongkar Grup The Family MCA, Sindikat Penyebar Isu Provokatif","Polri Bongkar Grup “The Family MCA”, Sindikat Penyebar Isu Provokatif",0
1212,30-Sep-17,: Produk-Produk Bumbu Penyedap Masakan Mengandung Babi,Produk-Produk Bumbu Penyedap Masakan Mengandung Babi,1
1213,23-Aug-17,: Nama Meikarta diambil Dari Tragedi Mei Jakarta 98,Nama Meikarta diambil Dari Tragedi Mei Jakarta 98,0
1214,20-Jul-17,Pakar IT No.1 Dubai Mengatakan Chat Habieb Rizieq Shihab-FIRZA 100% Palsu,"Pakar IT No.1 Dubai Mengatakan Chat HRS-FIRZA 100% Palsu (Fake), Begini Penjelasannya….",1
1215,10-Jun-17,JADWAL SELEKSI PENETAPAN SK CPNS,Selebaran dengan narasi yang mengatakan jika jadwal seleksi penetapan SK CPNS Telah dirilis,1
1216,12-Feb-17,Larangan Sholat Lima Waktu di Istana,"Pegawai dilingkungan istana mulai resah, karena sholat di masjid baiturahman tidak diperbolehkan kecuali sholat jumat.",1
1217,20-Nov-16,Foto-Foto Korban Rohingya,"Sangat biadab & masih terus berlangsung hingga kini, tapi dunia diam seribu bahasa. Itulah kalau Islam yg menjadi korban. Seakan pembantaian terhadap Muslim adalah satu keniscayaan.",1
1218,13-Jun-16,Yang Merugikan dari Daging Beku,Saya tahu PERSIS karena tinggal di Australia #dagingbeku diexpor karena disini gada yg mau. Australia masih melegalkan penggunaan hormon pemacu pertumbuhan ternak yg dilarang di eropa karena diduga memicu kanker #JokowiDagingBeku,1
1219,24-Aug-20,Akhirnya Tertangkap juga 3 Pelaku Pembunuhan Modus Operandi Gantung diri terhadap BABINSA,"Apresiasi keberhasilan pengungkapan tindak pidana pembunuhan terencana ini.
 Kalo sudah TNI POLRI gabung..
 Dalam lubang semutpun kalian bersembunyi akan di gali..
 Rasa kan kalian hukuman pembunuhan berencana terhadap penjaga keamanan negara dan rakyat Indonesia.
 Alhmdulillah Akhirnya Tertangkap juga….
 Pelaku Pembunuhan dgn Modus Operandi Gantung diri terhadap SERDA RUSDI, BABINSA KORAMIL 1413/05 KABAENA, KODIM 1413/BUTON, Provinsi Sulawesi Tenggara telah Tertangkap oleh Gabungan TNI – POLRI.
 Pelaku Pembunuhan Berjumlah 3 Orang, untuk Penyebab terjadinya Pembunuhan terhadap SERDA RUSDI, masih didalami lebih lanjut.
 HIPAKAD Povinsi Kalimantan Tengah
 Turut berduka Cita semoga arwah beliau di lapangkan.",1
1220,19-Aug-20,Pohon Natal pada Lambang Sumatera Barat,"ADA POHON NATAL DI LOGO SUMBAR Sumatera Barat adalah provinsi yang sangat religius dimana Jokowi hanya dapat 14% suara saja disana dan 50% kursi DPRD dikuasai oleh Gerindra, PKS dan PAN (partai2 Tuhan kata mbah Amin). Tapi apa yang terjadi Sodara? Di lambang daerah Sumbar ternyata ada simbol Pohon Natal. Harusnya kan pohon korma. Atau ya setidaknya pohon pisang jangan pohon cemara, kata ustadz balonku ada lima. Takbir !!! Rapatkan barisan, tegakkan kebenaran…… Salam Baper",1
1221,10-Apr-20,Lagu corona dr Bimbo.. lagu 30 tahun yang lalu jadi kenyataan sekarang,"Lagu “corona” dr Bimbo.. dulu hanya dianggap sbg lagu.. ternyata skrg terbukti.. Lagu 30 th yl jadi kenyataan sekarang, luar biasa…Subhanallah",1
1222,24-Mar-20,Warga Dihimbau Tak Melintas di Depan Toko Spectra Dikarenakan Adanya ODP Akibat Virus Corona,"Utk sementara jngan lewat depan *Toko Spectra* pangarangan.. karena cina depan toko spectra yg jual elektronik udah *odp corona* dia habis dating dr *singapura* karena berobat…..dan dtetapkan odp oleh *Dinkes Sumenep* utk menghindari kejadian bs terjangkitnya penyakit corona mending jngn lewat sana dulu, info A1 dr *Kalebun pangarangan*.",1
1223,23-Mar-20,"RS Premier Bintaro di-Lockdown, 19 Tenaga Medis Positif COVID-19",Sis and Broo. Avoid RS Premier Bintaro dlu ya. Lg kena lockdown. 19 tenaga medis positif terkena covid19,1
1224,15-Mar-20,WHO: T&J tentang coronavirus ,"Coronavirus adalah keluarga besar virus yang dapat menyebabkan penyakit pada hewan atau manusia. Pada manusia, beberapa coronavirus diketahui menyebabkan infeksi pernafasan mulai dari flu biasa hingga penyakit yang lebih parah seperti Middle East Respiratory Syndrome (MERS) dan Severe Acute Respiratory Syndrome (SARS). Virus corona yang paling baru ditemukan menyebabkan penyakit coronavirus COVID-19.",0
1225,21-Feb-20,Ledakan Dahsyat di Kota Wuhan Yang Disembunyikan Pemerintah China,"A powerful explosion occurred in Wuhan.The Chinese government is hiding this information.Coronavirus
 
 (Sebuah ledakan dahsyat terjadi di Wuhan. Pemerintah Cina menyembunyikan informasi ini. Koronavirus)",1
1226,2-Jan-20,"Video Buaya DUSUN LOPANG, DRIYOREJO, GRESIK","DUSUN LOPANG, DRIYOREJO, GRESIK",1
1227,10-Dec-19,UYM Sindir UAS: Menceraikan Istri Sama Halnya Kedzaliman,"Ustadz Yusuf Mansur angkat bicara, beliau mengatakan secara umum, perceraian, tidak diinginkan dalam islam.",1
1228,20-Nov-19,"Foto artikel Madinah Dilanda Gempa, Apakah Tanda Dajjal Sudah Keluar Dari Persembunyiannya?","madinah dilanda gempa, dajjal sudah keluar dari persembunyiannya? ]
 gempa berkekuatan 2, 5 skala richter menyerang sebelah barat madinah kemarin, 16 januari 2018. tetapi getaran gempa yang lemah, tidak menimbulkan kehancuran serupa dilaporkan khaleej times",1
